1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"09:20,  토이 스토리 4(디지털),  8,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-12,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-13,148
"09:30,  기방도령(디지털),  8,000원","11:50,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  12,000원","13:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  12,000원","15:05,  기방도령(디지털),  12,000원","17:25,  알라딘(디지털),  12,000원","20:00,  기방도령(디지털),  12,000원","22:20,  알라딘(디지털),  12,000원",,02관,2019-07-13,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-13,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  8,000원","12:10,  토이 스토리 4(디지털더빙),  12,000원","14:20,  토이 스토리 4(디지털),  12,000원","16:30,  토이 스토리 4(디지털),  12,000원","18:40,  토이 스토리 4(디지털),  12,000원","20:50,  미드소마(디지털),  12,000원","23:50,  기방도령(디지털),  10,000원",,04관,2019-07-13,94
"10:20,  알라딘(디지털),  8,000원","13:00,  알라딘(디지털더빙),  12,000원","15:40,  알라딘(디지털),  12,000원","18:20,  알라딘(디지털),  12,000원","21:00,  알라딘(디지털),  12,000원","23:40,  알라딘(디지털),  10,000원",,,05관,2019-07-13,104
"09:20,  토이 스토리 4(디지털더빙),  8,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-13,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-14,148
"09:30,  기방도령(디지털),  8,000원","11:50,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  6,000원","13:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  12,000원","15:10,  기방도령(디지털),  12,000원","17:30,  토이 스토리 4(디지털),  12,000원","19:50,  기방도령(디지털),  12,000원","22:10,  기방도령(디지털),  12,000원",,02관,2019-07-14,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-14,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  8,000원","12:10,  토이 스토리 4(디지털더빙),  12,000원","14:20,  토이 스토리 4(디지털),  12,000원","16:50,  알라딘(디지털더빙),  12,000원","19:30,  토이 스토리 4(디지털),  12,000원","21:40,  미드소마(디지털),  12,000원",,,04관,2019-07-14,94
"10:20,  알라딘(디지털),  8,000원","13:00,  알라딘(디지털더빙),  12,000원","15:40,  알라딘(디지털),  12,000원","18:20,  알라딘(디지털),  12,000원","21:00,  알라딘(디지털),  12,000원","23:40,  알라딘(디지털),  10,000원",,,05관,2019-07-14,104
"09:20,  토이 스토리 4(디지털더빙),  8,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-14,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,01관,2019-07-15,148
"09:30,  기방도령(디지털),  7,000원","11:50,  기방도령(디지털),  10,000원","14:10,  기방도령(디지털),  10,000원",,"18:50,  기방도령(디지털),  10,000원","21:10,  기방도령(디지털),  10,000원",,,02관,2019-07-15,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-15,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  6,000원","12:10,  미드소마(디지털),  9,000원","15:10,  토이 스토리 4(디지털),  10,000원","17:20,  미드소마(디지털),  10,000원","20:20,  토이 스토리 4(디지털),  10,000원","22:30,  미드소마(디지털),  10,000원",,,04관,2019-07-15,94
"10:20,  알라딘(디지털),  7,000원","13:00,  알라딘(디지털),  10,000원","15:40,  알라딘(디지털),  10,000원","18:20,  알라딘(디지털),  10,000원","21:00,  알라딘(디지털),  10,000원","23:40,  알라딘(디지털),  9,000원",,,05관,2019-07-15,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-15,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  6,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,01관,2019-07-16,148
"09:30,  기방도령(디지털),  7,000원","11:50,  기방도령(디지털)","14:10,  기방도령(디지털),  10,000원","16:30,  기방도령(디지털),  8,000원","18:50,  기방도령(디지털),  8,000원","21:10,  기방도령(디지털),  8,000원","23:30,  기방도령(디지털)",,02관,2019-07-16,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-16,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  7,000원","12:10,  미드소마(디지털),  10,000원","15:10,  토이 스토리 4(디지털),  10,000원","17:20,  미드소마(디지털),  10,000원","20:20,  토이 스토리 4(디지털),  10,000원","22:30,  미드소마(디지털),  10,000원",,,04관,2019-07-16,94
"10:20,  알라딘(디지털),  9,000원","13:00,  알라딘(디지털),  10,000원","15:40,  알라딘(디지털),  10,000원","18:20,  알라딘(디지털),  10,000원","21:00,  알라딘(디지털),  10,000원","23:40,  알라딘(디지털),  9,000원",,,05관,2019-07-16,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-16,112
"09:50,  라이온 킹(디지털),  5,000원","12:10,  라이온 킹(디지털),  5,000원","14:40,  라이온 킹(디지털),  10,000원","17:10,  라이온 킹(디지털),  10,000원","19:40,  라이온 킹(디지털),  10,000원","22:10,  라이온 킹(디지털),  10,000원",,,01관,2019-07-17,148
"09:50,  라이온 킹(디지털),  5,000원","12:10,  라이온 킹(디지털),  5,000원","14:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-17,104
"09:50,  라이온 킹(디지털),  5,000원","12:10,  라이온 킹(디지털),  5,000원","15:50,  라이온 킹(디지털),  10,000원","18:20,  라이온 킹(디지털),  10,000원","20:50,  라이온 킹(디지털),  10,000원","23:20,  라이온 킹(디지털),  9,000원",,,03관,2019-07-17,115
"09:50,  라이온 킹(디지털),  5,000원","13:00,  알라딘(디지털),  10,000원","15:40,  알라딘(디지털),  36,000원","18:20,  알라딘(디지털),  10,000원","21:00,  알라딘(디지털),  10,000원","23:40,  알라딘(디지털),  9,000원",,,04관,2019-07-17,94
"09:50,  라이온 킹(디지털),  5,000원","14:00,  라이온 킹(디지털),  10,000원","16:30,  라이온 킹(디지털),  10,000원","19:00,  라이온 킹(디지털),  10,000원","21:30,  라이온 킹(디지털),  10,000원","24:00,  라이온 킹(디지털),  9,000원",,,05관,2019-07-17,104
"09:30,  라이온 킹(디지털),  7,000원","12:50,  라이온 킹(디지털),  10,000원","15:20,  라이온 킹(디지털),  10,000원","17:50,  사일런스(디지털),  10,000원","20:20,  라이온 킹(디지털),  10,000원","22:50,  라이온 킹(디지털),  10,000원",,,06관,2019-07-17,112
"09:30,  라이온 킹(디지털),  7,000원","12:00,  라이온 킹(디지털),  10,000원","14:30,  라이온 킹(디지털),  10,000원","17:00,  라이온 킹(디지털),  10,000원","19:30,  라이온 킹(디지털),  10,000원","22:00,  라이온 킹(디지털),  10,000원",,,01관,2019-07-18,148
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-18,104
"10:20,  라이온 킹(디지털),  7,000원","12:50,  라이온 킹(디지털),  10,000원","15:20,  라이온 킹(디지털),  10,000원","17:50,  라이온 킹(디지털),  10,000원","20:20,  라이온 킹(디지털),  10,000원","22:50,  라이온 킹(디지털),  10,000원",,,03관,2019-07-18,115
"10:30,  토이 스토리 4(디지털더빙),  6,000원","12:40,  기방도령(디지털),  10,000원","15:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:40,  사일런스(디지털),  8,000원","19:40,  토이 스토리 4(디지털),  10,000원","22:00,  사일런스(디지털),  10,000원","24:00,  토이 스토리 4(디지털),  9,000원",,04관,2019-07-18,94
"09:30,  알라딘(디지털),  7,000원","12:10,  알라딘(디지털),  10,000원","14:50,  알라딘(디지털),  10,000원","17:30,  알라딘(디지털),  10,000원","20:10,  알라딘(디지털),  10,000원","22:50,  알라딘(디지털),  10,000원",,,05관,2019-07-18,104
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙)","11:10,  라이온 킹(디지털),  8,000원","13:40,  라이온 킹(디지털),  10,000원","16:10,  라이온 킹(디지털),  10,000원","18:40,  라이온 킹(디지털),  10,000원","21:10,  라이온 킹(디지털),  10,000원","23:40,  라이온 킹(디지털),  9,000원",,06관,2019-07-18,112
"09:30,  라이온 킹(디지털),  8,000원","12:00,  라이온 킹(디지털),  12,000원","14:30,  라이온 킹(디지털),  12,000원","17:00,  라이온 킹(디지털),  12,000원","19:30,  라이온 킹(디지털),  12,000원","22:00,  라이온 킹(디지털),  12,000원",,,01관,2019-07-19,148
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-19,104
"10:20,  라이온 킹(디지털),  8,000원","12:50,  라이온 킹(디지털),  12,000원","15:20,  라이온 킹(디지털),  12,000원","17:50,  라이온 킹(디지털),  12,000원","20:20,  라이온 킹(디지털),  12,000원","22:50,  라이온 킹(디지털),  12,000원",,,03관,2019-07-19,115
"10:30,  토이 스토리 4(디지털더빙),  8,000원","12:40,  기방도령(디지털),  12,000원","15:00,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:40,  사일런스(디지털),  12,000원","19:40,  토이 스토리 4(디지털),  12,000원","22:00,  사일런스(디지털),  12,000원","24:00,  토이 스토리 4(디지털),  10,000원",,04관,2019-07-19,94
"09:30,  알라딘(디지털),  8,000원","12:10,  알라딘(디지털),  12,000원","14:50,  알라딘(디지털),  12,000원","17:30,  알라딘(디지털),  12,000원","20:10,  알라딘(디지털),  12,000원","22:50,  알라딘(디지털),  12,000원",,,05관,2019-07-19,104
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  8,000원","11:10,  라이온 킹(디지털),  12,000원","13:40,  라이온 킹(디지털),  12,000원","16:10,  라이온 킹(디지털),  12,000원","18:40,  라이온 킹(디지털),  12,000원","21:10,  라이온 킹(디지털),  12,000원","23:40,  라이온 킹(디지털),  10,000원",,06관,2019-07-19,112
"09:30,  라이온 킹(디지털),  8,000원","12:00,  라이온 킹(디지털),  12,000원","14:30,  라이온 킹(디지털),  12,000원","17:00,  라이온 킹(디지털),  12,000원","19:30,  라이온 킹(디지털),  12,000원","22:00,  라이온 킹(디지털),  12,000원",,,01관,2019-07-20,148
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-20,104
"10:20,  라이온 킹(디지털),  8,000원","12:50,  라이온 킹(디지털),  12,000원","15:20,  라이온 킹(디지털),  12,000원","17:50,  라이온 킹(디지털),  12,000원","20:20,  라이온 킹(디지털),  12,000원","22:50,  라이온 킹(디지털),  12,000원",,,03관,2019-07-20,115
"10:00,  토이 스토리 4(디지털더빙),  8,000원","12:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:00,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:40,  사일런스(디지털),  12,000원","19:40,  토이 스토리 4(디지털),  12,000원","22:00,  롱 샷(디지털),  12,000원",,,04관,2019-07-20,94
"09:30,  알라딘(디지털),  8,000원","12:10,  알라딘(디지털더빙),  12,000원","14:50,  알라딘(디지털),  12,000원","17:30,  알라딘(디지털),  12,000원","20:10,  알라딘(디지털),  12,000원","22:50,  알라딘(디지털),  12,000원",,,05관,2019-07-20,104
"09:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  8,000원","11:10,  라이온 킹(디지털),  12,000원","13:40,  라이온 킹(디지털),  12,000원","16:10,  라이온 킹(디지털),  12,000원","18:40,  라이온 킹(디지털),  12,000원","21:10,  라이온 킹(디지털),  12,000원","23:40,  라이온 킹(디지털),  10,000원",,06관,2019-07-20,112
