1회,2회,3회,4회,5회,6회,7회,8회,상영관,상영일자,좌석수
"10:10,  토이 스토리 4(디지털더빙),  8,000원","12:20,  토이 스토리 4(디지털더빙),  11,000원","14:35,  롱 리브 더 킹: 목포 영웅(디지털),  12,000원","17:05,  애나벨 집으로(디지털),  12,000원","19:20,  롱 리브 더 킹: 목포 영웅(디지털),  12,000원","21:50,  애나벨 집으로(디지털),  12,000원","24:05,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원",,02관,2019-06-30,104
"10:50,  존 윅 3: 파라벨룸(디지털),  8,000원","13:30,  존 윅 3: 파라벨룸(디지털),  12,000원","16:10,  존 윅 3: 파라벨룸(디지털),  12,000원","18:50,  존 윅 3: 파라벨룸(디지털),  12,000원","21:30,  존 윅 3: 파라벨룸(디지털),  12,000원","24:10,  존 윅 3: 파라벨룸(디지털),  10,000원",,,03관,2019-06-30,115
"09:30,  비스트(디지털),  8,000원","12:10,  알라딘(디지털더빙),  11,000원","14:50,  토이 스토리 4(디지털더빙),  12,000원","17:30,  비스트(디지털),  9,000원","20:10,  비스트(디지털),  12,000원","22:50,  비스트(디지털),  12,000원",,,04관,2019-06-30,94
"10:30,  알라딘(디지털더빙),  8,000원","13:10,  기생충(디지털),  12,000원","15:50,  기생충(디지털),  12,000원","18:30,  기생충(디지털),  12,000원","21:10,  기생충(디지털),  12,000원","23:50,  기생충(디지털),  10,000원",,,05관,2019-06-30,104
"10:00,  알라딘(디지털),  8,000원","12:40,  알라딘(디지털),  11,000원","15:20,  알라딘(디지털),  12,000원","18:00,  알라딘(디지털),  12,000원","20:40,  알라딘(디지털),  12,000원","23:20,  알라딘(디지털),  10,000원",,,06관,2019-06-30,112
"10:00,  알라딘(디지털),  7,000원","12:40,  알라딘(디지털),  10,000원","15:20,  알라딘(디지털),  10,000원","18:00,  알라딘(디지털),  10,000원","20:40,  알라딘(디지털),  10,000원","23:20,  알라딘(디지털),  9,000원",,,01관,2019-07-01,148
"10:50,  존 윅 3: 파라벨룸(디지털),  7,000원","13:30,  존 윅 3: 파라벨룸(디지털),  10,000원","16:10,  존 윅 3: 파라벨룸(디지털),  10,000원","18:50,  존 윅 3: 파라벨룸(디지털),  10,000원","21:30,  존 윅 3: 파라벨룸(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-01,104
"09:30,  비스트(디지털),  7,000원","12:10,  비스트(디지털),  10,000원","14:50,  비스트(디지털),  10,000원","17:30,  비스트(디지털),  8,000원","20:10,  비스트(디지털),  8,000원","22:50,  비스트(디지털),  10,000원",,,03관,2019-07-01,115
"10:10,  롱 리브 더 킹: 목포 영웅(디지털),  7,000원","12:40,  애나벨 집으로(디지털),  10,000원","14:55,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","17:25,  애나벨 집으로(디지털),  10,000원","19:40,  롱 리브 더 킹: 목포 영웅(디지털),  10,000원","22:10,  애나벨 집으로(디지털),  10,000원",,,04관,2019-07-01,94
"10:30,  기생충(디지털),  8,000원","13:10,  기생충(디지털),  10,000원","15:50,  기생충(디지털),  10,000원","18:30,  기생충(디지털),  10,000원","21:10,  기생충(디지털),  10,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,05관,2019-07-01,104
"09:40,  토이 스토리 4(디지털),  7,000원","11:50,  토이 스토리 4(디지털),  10,000원","14:00,  토이 스토리 4(디지털),  10,000원","16:10,  토이 스토리 4(디지털),  10,000원","18:20,  토이 스토리 4(디지털),  10,000원","20:30,  토이 스토리 4(디지털),  10,000원","22:40,  토이 스토리 4(디지털),  10,000원",,06관,2019-07-01,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-02,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-02,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-02,115
"09:50,  존 윅 3: 파라벨룸(디지털),  7,000원","12:30,  토이 스토리 4(디지털),  10,000원","14:40,  존 윅 3: 파라벨룸(디지털),  10,000원","17:20,  토이 스토리 4(디지털),  10,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-02,94
"10:30,  알라딘(디지털),  7,000원","13:10,  알라딘(디지털),  10,000원","15:50,  기생충(디지털),  10,000원","18:30,  알라딘(디지털),  10,000원","21:10,  알라딘(디지털),  10,000원","23:50,  기생충(디지털),  9,000원",,,05관,2019-07-02,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-02,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-03,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-03,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  7,500원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-03,115
"09:50,  존 윅 3: 파라벨룸(디지털),  7,000원","12:30,  토이 스토리 4(디지털),  8,000원","14:40,  존 윅 3: 파라벨룸(디지털),  10,000원","17:20,  토이 스토리 4(디지털),  10,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-03,94
"10:30,  알라딘(디지털),  7,000원","13:10,  알라딘(디지털),  8,000원","15:50,  기생충(디지털),  10,000원","18:30,  알라딘(디지털),  10,000원","21:10,  알라딘(디지털),  10,000원","23:50,  기생충(디지털),  9,000원",,,05관,2019-07-03,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-03,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-04,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-04,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-04,115
"09:50,  존 윅 3: 파라벨룸(디지털),  7,000원","12:30,  토이 스토리 4(디지털),  10,000원","14:40,  존 윅 3: 파라벨룸(디지털),  10,000원","17:20,  토이 스토리 4(디지털),  10,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-04,94
"10:30,  알라딘(디지털),  7,000원","13:10,  알라딘(디지털),  10,000원","15:50,  알라딘(디지털),  10,000원","18:30,  알라딘(디지털),  10,000원","21:10,  알라딘(디지털),  10,000원","23:50,  알라딘(디지털),  9,000원",,,05관,2019-07-04,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-04,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,01관,2019-07-05,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-05,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-05,115
"10:00,  토이 스토리 4(디지털더빙),  8,000원","12:30,  토이 스토리 4(디지털),  12,000원","14:40,  존 윅 3: 파라벨룸(디지털),  12,000원","17:20,  토이 스토리 4(디지털),  12,000원","19:50,  존 윅 3: 파라벨룸(디지털),  12,000원","22:30,  토이 스토리 4(디지털),  12,000원",,,04관,2019-07-05,94
"10:30,  알라딘(디지털),  8,000원","13:10,  알라딘(디지털),  12,000원","15:50,  알라딘(디지털),  12,000원","18:30,  알라딘(디지털),  12,000원","21:10,  알라딘(디지털),  12,000원","23:50,  알라딘(디지털),  10,000원",,,05관,2019-07-05,104
"09:20,  토이 스토리 4(디지털)","11:30,  스파이더맨: 파 프롬 홈(디지털)","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-05,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,01관,2019-07-06,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-06,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-06,115
"10:20,  토이 스토리 4(디지털더빙),  8,000원","12:30,  토이 스토리 4(디지털더빙),  8,000원","14:40,  토이 스토리 4(디지털더빙),  12,000원","16:50,  토이 스토리 4(디지털),  12,000원","19:00,  존 윅 3: 파라벨룸(디지털),  12,000원","21:40,  토이 스토리 4(디지털),  12,000원","23:50,  존 윅 3: 파라벨룸(디지털),  10,000원",,04관,2019-07-06,94
"10:30,  알라딘(디지털),  8,000원","13:05,  알라딘(디지털더빙),  12,000원","15:40,  알라딘(디지털),  12,000원","18:15,  알라딘(디지털),  12,000원","20:50,  알라딘(디지털),  12,000원","23:25,  알라딘(디지털),  10,000원",,,05관,2019-07-06,104
"09:20,  토이 스토리 4(디지털),  8,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-06,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,01관,2019-07-07,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,02관,2019-07-07,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,"21:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-07,115
"10:20,  토이 스토리 4(디지털더빙),  8,000원","12:30,  토이 스토리 4(디지털더빙),  12,000원","14:40,  토이 스토리 4(디지털더빙),  12,000원","16:50,  토이 스토리 4(디지털),  12,000원","19:00,  존 윅 3: 파라벨룸(디지털),  12,000원","21:40,  토이 스토리 4(디지털),  12,000원","23:50,  존 윅 3: 파라벨룸(디지털),  10,000원",,04관,2019-07-07,94
"10:30,  알라딘(디지털),  8,000원","13:05,  알라딘(디지털더빙),  12,000원","15:40,  알라딘(디지털),  12,000원","18:15,  알라딘(디지털),  12,000원","20:50,  알라딘(디지털),  12,000원","23:25,  알라딘(디지털),  10,000원",,,05관,2019-07-07,104
"09:20,  토이 스토리 4(디지털더빙),  8,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원",,,06관,2019-07-07,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-08,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-08,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-08,115
"09:50,  존 윅 3: 파라벨룸(디지털),  7,000원","12:30,  토이 스토리 4(디지털),  10,000원","14:40,  존 윅 3: 파라벨룸(디지털),  10,000원","17:20,  토이 스토리 4(디지털),  8,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-08,94
"10:30,  알라딘(디지털),  7,000원","13:10,  알라딘(디지털),  10,000원","15:50,  알라딘(디지털),  10,000원","18:30,  알라딘(디지털),  10,000원","21:10,  알라딘(디지털),  10,000원","23:50,  알라딘(디지털),  9,000원",,,05관,2019-07-08,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-08,112
"09:30,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-09,148
"10:10,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:30,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,02관,2019-07-09,104
"10:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:30,  기생충(디지털),  10,000원","16:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-09,115
"09:50,  존 윅 3: 파라벨룸(디지털),  8,000원","12:30,  토이 스토리 4(디지털),  10,000원","14:40,  존 윅 3: 파라벨룸(디지털),  10,000원","17:20,  토이 스토리 4(디지털),  10,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:30,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-09,94
"10:30,  알라딘(디지털),  8,000원","13:10,  알라딘(디지털),  10,000원","15:50,  알라딘(디지털),  10,000원","18:30,  알라딘(디지털),  10,000원","21:10,  알라딘(디지털),  10,000원","23:50,  알라딘(디지털),  9,000원",,,05관,2019-07-09,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  5,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-09,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  8,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,01관,2019-07-10,148
"09:30,  기방도령(디지털),  7,000원","11:50,  기방도령(디지털),  10,000원","14:10,  기방도령(디지털),  10,000원","16:30,  기방도령(디지털),  10,000원","18:50,  기방도령(디지털),  10,000원","21:10,  기방도령(디지털),  10,000원","23:30,  기방도령(디지털),  6,000원",,02관,2019-07-10,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-10,115
"10:00,  존 윅 3: 파라벨룸(디지털),  10,000원","12:45,  토이 스토리 4(디지털),  10,000원","14:55,  존 윅 3: 파라벨룸(디지털),  10,000원","17:40,  토이 스토리 4(디지털),  10,000원","19:50,  존 윅 3: 파라벨룸(디지털),  10,000원","22:35,  토이 스토리 4(디지털),  10,000원",,,04관,2019-07-10,94
"10:20,  알라딘(디지털),  7,000원","13:00,  알라딘(디지털),  8,000원","15:40,  알라딘(디지털),  10,000원","18:20,  알라딘(디지털),  10,000원","21:00,  알라딘(디지털),  10,000원","23:40,  알라딘(디지털),  9,000원",,,05관,2019-07-10,104
"09:20,  토이 스토리 4(디지털),  7,000원","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-10,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  7,000원","12:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","15:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,01관,2019-07-11,148
"09:30,  기방도령(디지털),  7,000원","11:50,  기방도령(디지털),  10,000원","14:10,  기방도령(디지털),  10,000원","16:30,  기방도령(디지털),  10,000원","18:50,  기방도령(디지털),  10,000원","21:10,  기방도령(디지털),  10,000원","23:30,  기방도령(디지털),  9,000원",,02관,2019-07-11,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  7,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  10,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  10,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  9,000원",,,03관,2019-07-11,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙),  7,000원","12:10,  미드소마(디지털),  10,000원","15:10,  토이 스토리 4(디지털),  10,000원","17:20,  미드소마(디지털),  10,000원","20:20,  토이 스토리 4(디지털),  10,000원","22:30,  미드소마(디지털),  10,000원",,,04관,2019-07-11,94
"10:20,  알라딘(디지털),  7,000원","13:00,  알라딘(디지털),  10,000원","15:40,  알라딘(디지털),  10,000원","18:20,  알라딘(디지털),  10,000원","21:00,  알라딘(디지털),  10,000원","23:40,  알라딘(디지털),  9,000원",,,05관,2019-07-11,104
"09:20,  토이 스토리 4(디지털)","11:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","14:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원","16:50,  스파이더맨: 파 프롬 홈(디지털),  10,000원","19:30,  스파이더맨: 파 프롬 홈(디지털),  10,000원","22:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,06관,2019-07-11,112
"09:50,  스파이더맨: 파 프롬 홈(디지털),  8,000원","12:30,  스파이더맨: 파 프롬 홈(디지털)","15:10,  스파이더맨: 파 프롬 홈(디지털),  12,000원","17:50,  스파이더맨: 파 프롬 홈(디지털),  12,000원","20:30,  스파이더맨: 파 프롬 홈(디지털),  12,000원","23:10,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,01관,2019-07-12,148
"09:30,  기방도령(디지털),  8,000원","11:50,  기방도령(디지털),  12,000원","14:10,  기방도령(디지털),  12,000원","16:30,  기방도령(디지털),  10,000원","18:50,  기방도령(디지털),  12,000원","21:10,  기방도령(디지털),  12,000원","23:30,  기방도령(디지털),  10,000원",,02관,2019-07-12,104
"10:40,  스파이더맨: 파 프롬 홈(디지털),  8,000원","13:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","16:00,  스파이더맨: 파 프롬 홈(디지털),  12,000원","18:40,  스파이더맨: 파 프롬 홈(디지털),  12,000원","21:20,  스파이더맨: 파 프롬 홈(디지털),  12,000원","24:00,  스파이더맨: 파 프롬 홈(디지털),  10,000원",,,03관,2019-07-12,115
"10:30,  극장판 엉덩이 탐정: 화려한 사건 수첩(디지털더빙)","12:10,  미드소마(디지털)","15:10,  토이 스토리 4(디지털),  12,000원","17:20,  미드소마(디지털),  6,000원","20:20,  토이 스토리 4(디지털),  12,000원","22:30,  미드소마(디지털),  12,000원",,,04관,2019-07-12,94
"10:20,  알라딘(디지털),  8,000원","13:00,  알라딘(디지털),  12,000원","15:40,  알라딘(디지털),  12,000원","18:20,  알라딘(디지털),  12,000원","21:00,  알라딘(디지털),  12,000원","23:40,  알라딘(디지털),  10,000원",,,05관,2019-07-12,104
