상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회,13회,14회,좌석수
2017-09-10,01관,"09:30,  청년경찰(디지털),  7,000원","11:45,  청년경찰(디지털),  10,000원","14:00,  청년경찰(디지털),  11,000원","16:15,  청년경찰(디지털),  11,000원","20:50,  살인자의 기억법(디지털),  11,000원","18:30,  청년경찰(디지털),  11,000원","23:15,  청년경찰(디지털),  9,000원","25:30,  저수지 게임(디지털),  9,000원",,,,,,,107
2017-09-10,02관,"08:50,  살인자의 기억법(디지털),  7,000원","11:15,  살인자의 기억법(디지털),  10,000원","13:40,  살인자의 기억법(디지털),  11,000원","16:05,  살인자의 기억법(디지털),  11,000원","18:30,  살인자의 기억법(디지털),  11,000원","21:00,  살인자의 기억법(디지털),  11,000원","23:25,  살인자의 기억법(디지털),  9,000원",,,,,,,,302
2017-09-10,03관,"10:00,  살인자의 기억법(디지털),  7,000원","12:25,  살인자의 기억법(디지털),  10,000원","14:50,  살인자의 기억법(디지털),  11,000원","17:15,  살인자의 기억법(디지털),  11,000원","19:40,  살인자의 기억법(디지털),  11,000원","22:05,  살인자의 기억법(디지털),  11,000원","24:30,  살인자의 기억법(디지털),  9,000원",,,,,,,,186
2017-09-10,04관,"09:30,  매혹당한 사람들(디지털),  7,000원","11:30,  몬스터 섬의 비밀(디지털더빙),  8,000원","13:05,  그것(디지털),  11,000원","15:45,  몬스터 섬의 비밀(디지털더빙),  11,000원","17:20,  발레리안: 천 개 행성의 도시(디지털),  11,000원","20:10,  청년경찰(디지털),  11,000원","22:25,  청년경찰(디지털),  6,000원","24:40,  수부라 게이트(디지털),  9,000원",,,,,,,87
2017-09-10,05관,"10:00,  그것(디지털),  7,000원","12:40,  몬스터 섬의 비밀(디지털더빙),  10,000원","14:10,  몬스터 섬의 비밀(디지털더빙),  11,000원","15:45,  그것(디지털),  11,000원","18:25,  그것(디지털),  11,000원","21:05,  그것(디지털),  11,000원","23:45,  그것(디지털),  9,000원",,,,,,,,105
2017-09-10,06관,"08:15,  택시운전사(디지털),  7,000원","11:00,  택시운전사(디지털),  7,000원","13:45,  택시운전사(디지털),  11,000원","16:30,  택시운전사(디지털),  11,000원","19:15,  택시운전사(디지털),  11,000원","22:00,  택시운전사(디지털),  11,000원","24:45,  택시운전사(디지털)",,,,,,,,117
2017-09-10,07관,"08:30,  청년경찰(디지털),  7,000원","10:45,  발레리안: 천 개 행성의 도시(디지털),  7,000원","13:35,  빅풋 주니어(디지털더빙),  11,000원","15:35,  발레리안: 천 개 행성의 도시(디지털),  11,000원","18:25,  택시운전사(디지털),  11,000원","21:10,  발레리안: 천 개 행성의 도시(디지털),  11,000원","24:00,  택시운전사(디지털),  9,000원",,,,,,,,97
2017-09-11,01관,"10:10,  청년경찰(디지털),  6,000원","12:25,  청년경찰(디지털),  6,000원","14:40,  청년경찰(디지털),  6,000원","16:55,  청년경찰(디지털),  9,000원","19:10,  청년경찰(디지털),  9,000원","21:25,  청년경찰(디지털),  7,000원","23:40,  청년경찰(디지털),  6,000원",,,,,,,,107
2017-09-11,02관,"10:00,  살인자의 기억법(디지털),  6,000원","12:25,  살인자의 기억법(디지털),  8,000원","14:50,  살인자의 기억법(디지털),  9,000원","17:15,  살인자의 기억법(디지털),  9,000원","19:40,  살인자의 기억법(디지털),  6,000원","22:05,  살인자의 기억법(디지털),  9,000원","24:30,  살인자의 기억법(디지털),  8,000원",,,,,,,,302
2017-09-11,03관,"08:40,  살인자의 기억법(디지털),  6,000원","11:05,  살인자의 기억법(디지털),  8,000원","13:30,  살인자의 기억법(디지털),  9,000원","15:55,  살인자의 기억법(디지털),  9,000원","18:20,  살인자의 기억법(디지털),  9,000원","20:45,  살인자의 기억법(디지털),  9,000원","23:10,  살인자의 기억법(디지털),  8,000원",,,,,,,,186
