상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2015-01-27,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털)","21:20,  강남 1970(디지털)",,,,,,108
2015-01-28,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  상의원(디지털),  8,000원","15:20,  다이빙벨(디지털)","16:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","18:50,  국제시장(디지털),  8,000원","21:10,  상의원(디지털)",,,,,,137
2015-01-28,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털)","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-01-29,01관,"11:00,  개를 훔치는 완벽한 방법(디지털)","13:10,  다이빙벨(디지털),  8,000원","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털),  8,000원","18:55,  개를 훔치는 완벽한 방법(디지털)","21:10,  국제시장(디지털)",,,,,,137
2015-01-29,02관,"13:05,  님아, 그 강을 건너지 마오(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털)","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털)","21:20,  강남 1970(디지털)","23:40,  화끈한 써비스: 어느 잔인한 미용사의(디지털),  5,000원",,,,,108
2015-01-30,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  다이빙벨(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털),  8,000원","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  국제시장(디지털),  8,000원",,,,,,137
2015-01-30,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털)","14:35,  강남 1970(디지털)","16:50,  강남 1970(디지털)","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)","23:40,  유아 낫 유(디지털),  5,000원",,,,,108
2015-01-31,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  다이빙벨(디지털)","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털),  8,000원","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  국제시장(디지털)",,,,,,137
2015-01-31,02관,"10:50,  강남 1970(디지털)","13:05,  님아, 그 강을 건너지 마오(디지털),  8,000원","14:35,  강남 1970(디지털),  8,000원","16:50,  강남 1970(디지털),  8,000원","19:05,  강남 1970(디지털),  8,000원","21:20,  강남 1970(디지털)",,,,,,108
2015-02-01,01관,"11:00,  개를 훔치는 완벽한 방법(디지털),  8,000원","13:10,  다이빙벨(디지털),  8,000원","14:40,  개를 훔치는 완벽한 방법(디지털),  8,000원","16:45,  국제시장(디지털),  8,000원","18:55,  개를 훔치는 완벽한 방법(디지털),  8,000원","21:10,  국제시장(디지털)",,,,,,137
