상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,좌석수
2019-05-03,01관,"09:50,  뽀로로 극장판 보물섬 대모험(디지털)","11:40,  나의 특별한 형제(디지털),  6,000원","13:55,  어벤져스: 엔드게임(디지털),  6,000원","17:20,  어벤져스: 엔드게임(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-03,02관,"10:00,  프렌즈: 둥지탈출(디지털)","11:50,  어벤져스: 엔드게임(디지털)","15:10,  나의 특별한 형제(디지털),  6,000원","17:35,  어벤져스: 엔드게임(디지털),  6,000원","21:00,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-04,01관,"09:50,  프렌즈: 둥지탈출(디지털),  6,000원","11:40,  나의 특별한 형제(디지털),  6,000원","13:55,  어벤져스: 엔드게임(디지털),  6,000원","17:15,  어벤져스: 엔드게임(디지털),  6,000원","20:40,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-04,02관,"10:10,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","11:50,  어벤져스: 엔드게임(디지털),  6,000원","15:10,  어벤져스: 엔드게임(디지털),  6,000원","18:30,  나의 특별한 형제(디지털),  6,000원","20:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-05,01관,"09:50,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","11:30,  나의 특별한 형제(디지털),  6,000원","13:45,  어벤져스: 엔드게임(디지털),  6,000원","17:05,  어벤져스: 엔드게임(디지털),  6,000원","20:35,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-05,02관,"10:00,  어벤져스: 엔드게임(디지털),  6,000원","13:35,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","15:10,  어벤져스: 엔드게임(디지털),  6,000원","18:30,  나의 특별한 형제(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-06,01관,"10:00,  어벤져스: 엔드게임(디지털),  6,000원","13:20,  어벤져스: 엔드게임(디지털),  6,000원","16:40,  어벤져스: 엔드게임(디지털),  6,000원","20:00,  어벤져스: 엔드게임(디지털)",,,,,,,,58
2019-05-06,02관,"10:10,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","11:50,  나의 특별한 형제(디지털),  6,000원","14:05,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","15:45,  나의 특별한 형제(디지털),  6,000원","18:20,  크게 될 놈(디지털),  6,000원","20:30,  나의 특별한 형제(디지털),  6,000원",,,,,,38
2019-05-07,01관,"10:20,  프렌즈: 둥지탈출(디지털)","12:10,  뽀로로 극장판 보물섬 대모험(디지털)","14:00,  크게 될 놈(디지털),  5,000원","16:10,  나의 특별한 형제(디지털),  6,000원","18:25,  크게 될 놈(디지털),  6,000원","20:30,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,58
2019-05-07,02관,"10:00,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","11:40,  어벤져스: 엔드게임(디지털),  6,000원","15:10,  나의 특별한 형제(디지털),  6,000원","17:25,  어벤져스: 엔드게임(디지털),  6,000원","20:45,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-08,01관,"10:10,  프렌즈: 둥지탈출(디지털)","12:10,  나의 특별한 형제(디지털)","14:25,  나의 특별한 형제(디지털),  6,000원","16:40,  어벤져스: 엔드게임(디지털),  6,000원","20:10,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-08,02관,"10:00,  뽀로로 극장판 보물섬 대모험(디지털)","11:50,  나의 특별한 형제(디지털),  5,000원","14:15,  크게 될 놈(디지털),  6,000원","16:25,  어벤져스: 엔드게임(디지털)","20:00,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,38
2019-05-09,01관,"10:10,  나의 특별한 형제(디지털),  6,000원","12:25,  걸캅스(디지털)","14:35,  어벤져스: 엔드게임(디지털),  6,000원","17:55,  걸캅스(디지털),  6,000원","20:05,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-09,02관,"10:00,  명탐정 피카츄(디지털더빙)","12:15,  뽀로로 극장판 보물섬 대모험(디지털)","13:55,  명탐정 피카츄(디지털),  6,000원","16:00,  어벤져스: 엔드게임(디지털),  6,000원","19:20,  걸캅스(디지털),  6,000원","21:30,  나의 특별한 형제(디지털),  6,000원",,,,,,38
2019-05-10,01관,"10:10,  나의 특별한 형제(디지털),  6,000원","12:25,  걸캅스(디지털),  6,000원","14:35,  어벤져스: 엔드게임(디지털),  6,000원","18:10,  걸캅스(디지털),  6,000원","20:20,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-10,02관,"10:00,  명탐정 피카츄(디지털더빙)","12:10,  뽀로로 극장판 보물섬 대모험(디지털)","13:50,  프렌즈: 둥지탈출(디지털)","15:40,  명탐정 피카츄(디지털)","17:50,  나의 특별한 형제(디지털),  5,000원","20:00,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-11,01관,"10:10,  나의 특별한 형제(디지털),  5,000원","12:25,  걸캅스(디지털),  6,000원","14:35,  어벤져스: 엔드게임(디지털),  6,000원","18:15,  걸캅스(디지털),  6,000원","20:25,  어벤져스: 엔드게임(디지털)",,,,,,,58
2019-05-11,02관,"10:00,  명탐정 피카츄(디지털더빙),  6,000원","12:05,  뽀로로 극장판 보물섬 대모험(디지털),  6,000원","13:45,  나의 특별한 형제(디지털),  6,000원","16:00,  명탐정 피카츄(디지털),  6,000원","18:05,  걸캅스(디지털),  6,000원","20:15,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-12,01관,"10:10,  나의 특별한 형제(디지털),  6,000원","12:25,  걸캅스(디지털),  6,000원","14:35,  어벤져스: 엔드게임(디지털),  6,000원","18:15,  걸캅스(디지털),  6,000원","20:25,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-12,02관,"10:00,  프렌즈: 둥지탈출(디지털),  6,000원","11:50,  명탐정 피카츄(디지털더빙),  6,000원","14:05,  뽀로로 극장판 보물섬 대모험(디지털)","15:45,  명탐정 피카츄(디지털),  6,000원","18:00,  걸캅스(디지털),  6,000원","20:10,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-13,01관,"09:30,  어벤져스: 엔드게임(디지털),  6,000원","13:15,  나의 특별한 형제(디지털)","15:20,  명탐정 피카츄(디지털)","17:25,  걸캅스(디지털)","19:35,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,,58
2019-05-13,02관,"09:30,  어벤져스: 엔드게임(디지털),  6,000원","13:00,  뽀로로 극장판 보물섬 대모험(디지털)","14:40,  명탐정 피카츄(디지털더빙)","16:45,  나의 특별한 형제(디지털),  6,000원","19:00,  걸캅스(디지털),  6,000원","21:10,  걸캅스(디지털),  6,000원",,,,,,38
2019-05-14,01관,"10:10,  나의 특별한 형제(디지털),  6,000원","12:25,  걸캅스(디지털),  6,000원","14:35,  나의 특별한 형제(디지털)","16:50,  걸캅스(디지털)","19:00,  나의 특별한 형제(디지털),  6,000원","21:15,  걸캅스(디지털),  6,000원",,,,,,58
2019-05-14,02관,"09:30,  프렌즈: 둥지탈출(디지털)","11:10,  명탐정 피카츄(디지털더빙)","13:15,  나의 특별한 형제(디지털)","15:40,  명탐정 피카츄(디지털),  6,000원","17:45,  걸캅스(디지털),  6,000원","19:50,  어벤져스: 엔드게임(디지털),  6,000원",,,,,,38
2019-05-15,01관,"09:30,  어벤져스: 엔드게임(디지털),  6,000원","12:50,  배심원들(디지털),  6,000원","15:05,  걸캅스(디지털),  6,000원","17:10,  악인전(디지털),  6,000원","19:20,  걸캅스(디지털),  6,000원","21:30,  악인전(디지털),  6,000원",,,,,,58
2019-05-15,02관,"10:00,  명탐정 피카츄(디지털더빙)","12:05,  배심원들(디지털)","14:20,  명탐정 피카츄(디지털)","16:25,  걸캅스(디지털),  6,000원","18:30,  배심원들(디지털),  6,000원","20:45,  악인전(디지털),  6,000원",,,,,,38
