순위,영화명,개봉일,스크린수,스크린점유율,매출액,누적매출액,관객수,누적관객수
16,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357702079,4,4802244
16,프리즈마,,1,0.0%,16000,1463500,2,395
16,오발탄,1961-04-13,1,0.0%,396000,5106000,198,2566
16,방황의 날들,2007-09-07,1,0.0%,8000,9936500,4,2049
16,더 가까이(인디스데이),,1,0.0%,14000,89000,2,13
16,창간호,2019-01-17,1,0.0%,6000,7122650,1,848
16,로드킬,2019-02-21,1,0.0%,2700000,2700000,300,300
16,참외향기,2018-05-31,1,0.0%,304000,4935200,152,1161
16,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18034500,2,2342
16,메이트,2019-01-17,1,0.0%,5000,17689150,1,2117
16,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,165000,3139860920,33,410003
16,칠곡 가시나들,2019-02-27,1,0.0%,2320000,14681300,290,1817
16,집의 시간들,2018-10-25,1,0.0%,7000,25549450,1,3065
1,사바하,2019-02-20,1162,36.5%,1438049010,1507351110,184517,191690
2,극한직업,2019-01-23,836,26.2%,720005250,127922179146,91845,14856663
3,증인,2019-02-13,830,26.1%,623382450,8335053261,80798,1028619
4,기묘한 가족,2019-02-13,237,7.4%,26577630,2016495095,3484,249389
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,44,1.4%,5524300,4384619870,844,561815
6,뺑반,2019-01-30,10,0.3%,803900,15215085688,114,1825749
7,시인 할매,2019-02-05,9,0.3%,331000,66590600,55,8153
7,칠곡 가시나들,2019-02-27,9,0.3%,13365000,28046300,1485,3302
7,말모이,2019-01-09,9,0.3%,3779000,23933313420,526,2858119
10,이월,2019-01-30,8,0.3%,115000,11691180,21,1569
11,얼굴들,2019-01-24,4,0.1%,53000,15266000,8,2061
11,어른이 되면,2018-12-13,4,0.1%,43000,39950400,8,5553
13,언더독,2019-01-16,3,0.1%,262000,1446497330,38,188408
13,내안의 그놈,2019-01-09,3,0.1%,567000,16406783067,109,1915809
13,메이트,2019-01-17,3,0.1%,23000,17712150,4,2121
16,두 번째 겨울,2018-12-27,2,0.1%,26000,1867400,4,282
16,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,2,0.1%,495000,3140355920,99,410102
16,그대 이름은 장미,2019-01-16,2,0.1%,2384000,724037970,298,86312
19,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18048500,2,2344
19,참외향기,2018-05-31,1,0.0%,184000,5119200,92,1253
19,포항,2019-02-27,1,0.0%,2240000,2240000,320,320
19,맛있는 세자매-무삭제,2019-02-20,1,0.0%,5000,5000,1,1
19,오발탄,1961-04-13,1,0.0%,382000,5488000,191,2757
19,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,9000,37357711079,2,4802246
19,중독: 관음증-무삭제판,2019-02-20,1,0.0%,1000,1000,1,1
19,더 가까이(인디스데이),,1,0.0%,14000,103000,2,15
19,선종 무문관,2018-12-13,1,0.0%,14000,25002800,2,3009
1,사바하,2019-02-20,1149,36.3%,1165412830,2672763940,144986,336676
2,증인,2019-02-13,838,26.5%,599461310,8934514571,77606,1106225
3,극한직업,2019-01-23,807,25.5%,649660250,128571839396,82354,14939017
4,기묘한 가족,2019-02-13,206,6.5%,16298590,2032793685,2330,251719
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,44,1.4%,6613880,4391233750,997,562812
6,말모이,2019-01-09,33,1.0%,7217000,23940530420,1369,2859488
7,정사 2018 무삭제,2019-02-21,20,0.6%,109000,109000,22,22
8,로드킬,2019-02-21,17,0.5%,1032700,3732700,177,477
9,뺑반,2019-01-30,9,0.3%,554130,15215639818,75,1825824
9,시인 할매,2019-02-05,9,0.3%,264500,66855100,43,8196
11,얼굴들,2019-01-24,6,0.2%,69000,15335000,10,2071
12,이월,2019-01-30,4,0.1%,46000,11737180,8,1577
13,내안의 그놈,2019-01-09,3,0.1%,505000,16407288067,101,1915910
13,어른이 되면,2018-12-13,3,0.1%,133000,40083400,19,5572
13,칠곡 가시나들,2019-02-27,3,0.1%,5641000,33687300,632,3934
16,메이트,2019-01-17,2,0.1%,22000,17734150,4,2125
16,언더독,2019-01-16,2,0.1%,194000,1446691330,33,188441
16,창간호,2019-01-17,2,0.1%,20000,7142650,3,851
19,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18062500,2,2346
19,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357719079,4,4802250
19,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,42000,224000,7,30
19,내가 사는 세상,2019-03-07,1,0.0%,1134000,1690000,126,208
19,두 번째 겨울,2018-12-27,1,0.0%,5000,1872400,1,283
19,폴란드로 간 아이들,2018-10-31,1,0.0%,18000,377132800,2,49224
19,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,185000,3140540920,37,410139
1,사바하,2019-02-20,1174,35.7%,1540198127,4212962067,177329,514005
2,증인,2019-02-13,916,27.8%,754247650,9688762221,90479,1196704
3,극한직업,2019-01-23,858,26.1%,804511810,129376351206,93652,15032669
4,기묘한 가족,2019-02-13,203,6.2%,15145160,2047938845,1933,253652
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,52,1.6%,8905200,4400138950,1167,563979
6,장모의유혹,2019-02-22,20,0.6%,764000,764000,116,116
7,뺑반,2019-01-30,9,0.3%,396600,15216036418,55,1825879
8,칠곡 가시나들,2019-02-27,7,0.2%,13884000,47571300,1640,5574
8,얼굴들,2019-01-24,7,0.2%,132000,15467000,24,2095
8,시인 할매,2019-02-05,7,0.2%,489800,67344900,86,8282
11,이월,2019-01-30,6,0.2%,59000,11796180,8,1585
12,말모이,2019-01-09,5,0.2%,1044300,23941574720,173,2859661
13,어른이 되면,2018-12-13,4,0.1%,62000,40145400,10,5582
13,메이트,2019-01-17,4,0.1%,404500,18138650,64,2189
15,로드킬,2019-02-21,3,0.1%,76500,3809200,9,486
15,언더독,2019-01-16,3,0.1%,108000,1446799330,19,188460
17,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.1%,70000,18132500,30,2376
17,창간호,2019-01-17,2,0.1%,13000,7155650,2,853
19,버블 패밀리,2018-12-20,1,0.0%,8000,11623900,1,1767
19,PMC: 더 벙커,2018-12-26,1,0.0%,5000,14024828424,1,1671546
19,두 번째 겨울,2018-12-27,1,0.0%,7000,1879400,1,284
19,오발탄,1961-04-13,1,0.0%,52000,5540000,26,2783
19,내안의 그놈,2019-01-09,1,0.0%,185000,16407473067,31,1915941
19,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,4000,37357723079,2,4802252
19,폴란드로 간 아이들,2018-10-31,1,0.0%,39000,377171800,5,49229
19,더 가까이(인디스데이),,1,0.0%,24000,127000,4,19
19,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,151000,3140691920,29,410168
1,사바하,2019-02-20,1142,33.7%,3045293226,7258255293,348834,862839
2,증인,2019-02-13,1046,30.9%,1578803550,11267565771,187720,1384424
3,극한직업,2019-01-23,890,26.3%,1722151350,131098502556,199025,15231694
4,기묘한 가족,2019-02-13,173,5.1%,21133060,2069071905,2887,256539
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,74,2.2%,20430380,4420569330,2562,566541
6,말모이,2019-01-09,10,0.3%,3030000,23944604720,432,2860093
7,뺑반,2019-01-30,8,0.2%,749480,15216785898,107,1825986
8,시인 할매,2019-02-05,7,0.2%,296500,67641400,51,8333
8,이월,2019-01-30,7,0.2%,117500,11913680,19,1604
10,로드킬,2019-02-21,4,0.1%,59000,3868200,7,493
11,메이트,2019-01-17,3,0.1%,33500,18172150,6,2195
11,언더독,2019-01-16,3,0.1%,1336000,1448135330,209,188669
11,산상수훈,2017-12-07,3,0.1%,1239000,386961700,139,52115
11,어른이 되면,2018-12-13,3,0.1%,24000,40169400,6,5588
15,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.1%,74000,18206500,32,2408
16,폴란드로 간 아이들,2018-10-31,1,0.0%,18000,377189800,2,49231
16,참외향기,2018-05-31,1,0.0%,2000,5121200,1,1254
16,버블 패밀리,2018-12-20,1,0.0%,16000,11639900,2,1769
16,오발탄,1961-04-13,1,0.0%,72000,5612000,36,2819
16,운동회,2018-03-22,1,0.0%,34500,34128400,11,5122
16,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357729079,3,4802255
16,더 가까이(인디스데이),,1,0.0%,44000,171000,7,26
16,나무없는 산,2009-08-27,1,0.0%,10000,57334500,5,8694
16,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,110000,334000,16,46
16,얼굴들,2019-01-24,1,0.0%,17000,15484000,3,2098
1,사바하,2019-02-20,1155,33.9%,2737714320,9995969613,313336,1176175
2,증인,2019-02-13,1040,30.6%,1483881540,12751447311,175832,1560256
3,극한직업,2019-01-23,905,26.6%,1603161120,132701663676,185583,15417277
4,기묘한 가족,2019-02-13,176,5.2%,18378090,2087449995,2455,258994
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,71,2.1%,20146700,4440716030,2499,569040
6,뺑반,2019-01-30,9,0.3%,1200150,15217986048,168,1826154
7,시인 할매,2019-02-05,5,0.1%,104500,67745900,16,8349
7,로드킬,2019-02-21,5,0.1%,141000,4009200,18,511
7,언더독,2019-01-16,5,0.1%,2323000,1450458330,223,188892
7,말모이,2019-01-09,5,0.1%,4682000,23949286720,590,2860683
11,이월,2019-01-30,4,0.1%,34000,11947680,5,1609
12,어른이 되면,2018-12-13,3,0.1%,34000,40203400,7,5595
13,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.1%,74000,18280500,32,2440
13,얼굴들,2019-01-24,2,0.1%,14000,15498000,2,2100
13,자전차왕 엄복동,2019-02-27,2,0.1%,3976000,16615000,568,1919
13,그대 이름은 장미,2019-01-16,2,0.1%,4208000,728245970,526,86838
13,메이트,2019-01-17,2,0.1%,13000,18185150,2,2197
18,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,79000,3140770920,12,410180
18,더 가까이(인디스데이),,1,0.0%,10000,181000,2,28
18,불한당: 나쁜 놈들의 세상,2017-05-17,1,0.0%,375000,7681435125,75,954723
18,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,10000,37357739079,5,4802260
18,오발탄,1961-04-13,1,0.0%,72000,5684000,36,2855
18,진시황제와 만리장성,,1,0.0%,190000,1051000,95,532
18,폴란드로 간 아이들,2018-10-31,1,0.0%,42000,377231800,5,49236
18,"1991, 봄",2018-10-31,1,0.0%,8000,43385250,1,5784
18,산상수훈,2017-12-07,1,0.0%,173000,387134700,21,52136
18,참외향기,2018-05-31,1,0.0%,2000,5123200,1,1255
18,창간호,2019-01-17,1,0.0%,12000,7167650,3,856
1,사바하,2019-02-20,1080,34.1%,965961820,10961931433,119778,1295953
2,증인,2019-02-13,943,29.8%,523073950,13274521261,67363,1627619
3,극한직업,2019-01-23,827,26.1%,515400560,133217064236,65055,15482332
4,기묘한 가족,2019-02-13,151,4.8%,8116800,2095566795,1132,260126
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,47,1.5%,8614960,4449330990,1222,570262
6,우리 도련님,2019-02-25,20,0.6%,938000,938000,169,169
6,내 아내의 엄마,2019-02-25,20,0.6%,105000,105000,20,20
8,자전차왕 엄복동,2019-02-27,18,0.6%,26299000,42914000,3145,5064
9,뺑반,2019-01-30,8,0.3%,276800,15218262848,40,1826194
10,말모이,2019-01-09,7,0.2%,1575300,23950862020,232,2860915
10,항거:유관순 이야기,2019-02-27,7,0.2%,16164000,27960000,1796,2990
10,이월,2019-01-30,7,0.2%,122000,12069680,17,1626
13,시인 할매,2019-02-05,6,0.2%,175000,67920900,26,8375
14,어른이 되면,2018-12-13,4,0.1%,38000,40241400,7,5602
15,얼굴들,2019-01-24,3,0.1%,44000,15542000,6,2106
15,언더독,2019-01-16,3,0.1%,133000,1450591330,22,188914
15,로드킬,2019-02-21,3,0.1%,92000,4101200,12,523
18,내안의 그놈,2019-01-09,2,0.1%,95000,16407568067,31,1915972
18,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.1%,68000,18348500,29,2469
18,메이트,2019-01-17,2,0.1%,69000,18254150,8,2205
21,오발탄,1961-04-13,1,0.0%,48000,5732000,24,2879
21,버블 패밀리,2018-12-20,1,0.0%,94000,11733900,13,1782
21,창간호,2019-01-17,1,0.0%,7000,7174650,1,857
21,PMC: 더 벙커,2018-12-26,1,0.0%,5000,14024833424,1,1671547
21,진시황제와 만리장성,,1,0.0%,146000,1197000,73,605
21,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357747079,4,4802264
21,두 번째 겨울,2018-12-27,1,0.0%,14000,1893400,2,286
21,포항,2019-02-27,1,0.0%,0,2240000,0,320
1,사바하,2019-02-20,1103,34.5%,854748280,11816679713,106800,1402753
2,증인,2019-02-13,953,29.8%,521417400,13795938661,67934,1695553
3,극한직업,2019-01-23,840,26.3%,479163430,133696227666,61140,15543472
4,기묘한 가족,2019-02-13,162,5.1%,11996580,2107563375,1679,261805
5,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,47,1.5%,9400000,4458730990,1354,571616
6,언더독,2019-01-16,15,0.5%,1639000,1452230330,312,189226
7,내안의 그놈,2019-01-09,14,0.4%,2405500,16409973567,467,1916439
8,자전차왕 엄복동,2019-02-27,9,0.3%,19574000,62488000,2652,7716
9,뺑반,2019-01-30,8,0.3%,472000,15218734848,63,1826257
10,얼굴들,2019-01-24,7,0.2%,136000,15678000,21,2127
11,로드킬,2019-02-21,6,0.2%,92500,4193700,12,535
11,이월,2019-01-30,6,0.2%,125000,12194680,18,1644
13,메이트,2019-01-17,5,0.2%,62000,18316150,9,2214
14,시인 할매,2019-02-05,4,0.1%,81000,68001900,10,8385
14,어른이 되면,2018-12-13,4,0.1%,54000,40295400,10,5612
16,말모이,2019-01-09,3,0.1%,169500,23951031520,32,2860947
17,구봉서의 벼락부자,,1,0.0%,684000,5260000,342,2622
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,6000,37357753079,3,4802267
17,포항,2019-02-27,1,0.0%,307000,2547000,102,422
17,2월 단편 상상극장-임철민 감독전,,1,0.0%,80000,128000,10,16
17,진시황제와 만리장성,,1,0.0%,150000,1347000,75,680
17,버블 패밀리,2018-12-20,1,0.0%,101000,11834900,13,1795
17,참외향기,2018-05-31,1,0.0%,2000,5125200,1,1256
17,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18362500,2,2471
17,야광,,1,0.0%,72000,548000,9,75
17,육체의 약속,1975-07-26,1,0.0%,332000,5008000,166,1670
17,두 번째 겨울,2018-12-27,1,0.0%,31000,1924400,4,290
1,사바하,2019-02-20,906,20.2%,994175600,12810855313,167791,1570544
2,증인,2019-02-13,815,18.1%,797764350,14593703011,138913,1834466
3,항거:유관순 이야기,2019-02-27,737,16.4%,581266750,609226750,99754,102744
4,극한직업,2019-01-23,646,14.4%,542183650,134238411316,89179,15632651
5,자전차왕 엄복동,2019-02-27,624,13.9%,259362050,321850050,43408,51124
6,"어쩌다, 결혼",2019-02-27,529,11.8%,132134770,141349770,22216,23239
7,칠곡 가시나들,2019-02-27,118,2.6%,26244400,73815700,3558,9132
8,스튜디오,2019-02-27,20,0.4%,938000,938000,169,169
8,천박한 누나,2019-02-27,20,0.4%,940000,940000,170,170
10,기묘한 가족,2019-02-13,17,0.4%,4946460,2112509835,713,262518
11,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,12,0.3%,1846200,4460577190,268,571884
12,언더독,2019-01-16,9,0.2%,1333000,1453563330,249,189475
13,얼굴들,2019-01-24,6,0.1%,89500,15767500,13,2140
14,시인 할매,2019-02-05,5,0.1%,132500,68134400,33,8418
15,이월,2019-01-30,3,0.1%,22000,12216680,4,1648
15,말모이,2019-01-09,3,0.1%,220000,23951251520,44,2860991
15,어른이 되면,2018-12-13,3,0.1%,67000,40362400,9,5621
15,포항,2019-02-27,3,0.1%,36500,2583500,10,432
19,내안의 그놈,2019-01-09,2,0.0%,300000,16410273567,60,1916499
19,로드킬,2019-02-21,2,0.0%,21400,4215100,3,538
21,오렌지필름 기획전 - 위대한 귀여움에 대하여,,1,0.0%,19000,353000,6,52
21,젊은 누나-무삭제판,2019-02-27,1,0.0%,1000,1000,1,1
21,극장판 공룡메카드: 타이니소어의 섬,2019-01-10,1,0.0%,31000,3140801920,5,410185
21,내가 사는 세상,2019-03-07,1,0.0%,176000,1866000,20,228
21,구봉서의 벼락부자,,1,0.0%,620000,5880000,310,2932
21,벌새,2019-08-29,1,0.0%,1127000,4619500,161,646
21,뺑반,2019-01-30,1,0.0%,90000,15218824848,15,1826272
21,버블 패밀리,2018-12-20,1,0.0%,8000,11842900,1,1796
21,천당의 밤과 안개,2018-11-29,1,0.0%,7000,3685200,1,334
21,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,8000,37357761079,4,4802271
21,상록수,,1,0.0%,315000,7802000,156,3898
21,육체의 약속,1975-07-26,1,0.0%,314000,5322000,157,1827
21,"2월 수요단편극장 - 내가 사는 세상, 내가 서 있는 자리",,1,0.0%,120000,120000,15,15
21,더 가까이(인디스데이),,1,0.0%,28000,209000,8,36
21,선종 무문관,2018-12-13,1,0.0%,21000,25023800,3,3012
1,사바하,2019-02-20,909,20.3%,848706180,13659561493,106839,1677383
2,증인,2019-02-13,850,19.0%,621291850,15214994861,81279,1915745
3,항거:유관순 이야기,2019-02-27,794,17.8%,618389280,1227616030,82232,184976
4,극한직업,2019-01-23,638,14.3%,522682860,134761094176,66832,15699483
5,자전차왕 엄복동,2019-02-27,585,13.1%,166952900,488802950,22126,73250
6,"어쩌다, 결혼",2019-02-27,499,11.2%,105453660,246803430,13602,36841
7,칠곡 가시나들,2019-02-27,119,2.7%,30276200,104091900,3670,12802
8,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,14,0.3%,2716360,4463293550,388,572272
9,기묘한 가족,2019-02-13,12,0.3%,539300,2113049135,83,262601
10,내안의 그놈,2019-01-09,11,0.2%,1801000,16412074567,350,1916849
11,포항,2019-02-27,8,0.2%,137200,2720700,26,458
12,국경의 왕,2019-02-28,5,0.1%,1529000,3759400,248,607
12,시인 할매,2019-02-05,5,0.1%,231000,68365400,44,8462
14,얼굴들,2019-01-24,4,0.1%,63000,15830500,9,2149
14,언더독,2019-01-16,4,0.1%,58000,1453621330,11,189486
16,이월,2019-01-30,3,0.1%,59000,12275680,9,1657
17,맛섹 은밀한 경험 - 무삭제판,2019-02-28,1,0.0%,1000,1000,1,1
17,어른이 되면,2018-12-13,1,0.0%,9000,40371400,2,5623
17,내가 사는 세상,2019-03-07,1,0.0%,1260000,3126000,210,438
17,"안녕, 나의 소녀 시절이여",2018-12-12,1,0.0%,14000,18376500,2,2473
17,상록수,,1,0.0%,226000,8028000,113,4011
17,참외향기,2018-05-31,1,0.0%,7000,5132200,1,1257
17,PMC: 더 벙커,2018-12-26,1,0.0%,5000,14024838424,1,1671548
17,"님아, 그 강을 건너지 마오",2014-11-27,1,0.0%,10000,37357771079,5,4802276
17,엄마친구의맛-무삭제,2019-02-28,1,0.0%,5000,5000,1,1
17,구봉서의 벼락부자,,1,0.0%,392000,6272000,196,3128
17,폴란드로 간 아이들,2018-10-31,1,0.0%,15000,377246800,2,49238
17,뺑반,2019-01-30,1,0.0%,18000,15218842848,2,1826274
1,항거:유관순 이야기,2019-02-27,1052,21.5%,2195096671,3422712701,262491,447467
2,증인,2019-02-13,963,19.7%,1272099600,16487094461,148186,2063931
3,사바하,2019-02-20,949,19.4%,1654706831,15314268324,186751,1864134
4,극한직업,2019-01-23,669,13.7%,1190333970,135951428146,134879,15834362
5,자전차왕 엄복동,2019-02-27,587,12.0%,295987110,784790060,35351,108601
6,"어쩌다, 결혼",2019-02-27,482,9.9%,129530419,376333849,14964,51805
7,칠곡 가시나들,2019-02-27,131,2.7%,31633900,135725800,3320,16122
8,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,16,0.3%,4403800,4467697350,569,572841
9,기묘한 가족,2019-02-13,8,0.2%,1098500,2114147635,126,262727
10,국경의 왕,2019-02-28,5,0.1%,439000,4198400,63,670
11,언더독,2019-01-16,4,0.1%,289000,1453910330,45,189531
12,시인 할매,2019-02-05,3,0.1%,79000,68444400,12,8474
12,포항,2019-02-27,3,0.1%,27000,2747700,4,462
12,얼굴들,2019-01-24,3,0.1%,70000,15900500,14,2163
15,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.0%,49000,18425500,17,2490
16,독립협회와 청년 이승만,,1,0.0%,0,1336000,0,668
16,부역자들 2 : 개. 돼. 쥐들의 세상,,1,0.0%,0,0,0,0
16,말모이,2019-01-09,1,0.0%,482000,23951733520,49,2861040
16,다영씨,2018-12-06,1,0.0%,4000,7459600,2,1077
16,이월,2019-01-30,1,0.0%,5000,12280680,1,1658
16,델타 보이즈,2017-06-08,1,0.0%,9000,30717900,2,4344
16,동주,2016-02-17,1,0.0%,0,8914918963,0,1176300
16,그리고 싶은 것,2013-08-15,1,0.0%,9000,31337300,3,5019
16,우리 학교,2007-03-29,1,0.0%,21000,213608000,7,34830
16,낮은 목소리 3 : 숨결,2000-03-18,1,0.0%,12000,1223500,2,187
16,낮은 목소리 2,1997-08-22,1,0.0%,17000,727500,3,119
16,낮은 목소리 - 아시아에서 여성으로 산다는 것,1995-04-29,1,0.0%,17000,481000,3,76
16,위대한 기적의 시작,,1,0.0%,0,0,0,0
16,부역자들 3 : THE CONTROL,,1,0.0%,0,0,0,0
1,항거:유관순 이야기,2019-02-27,1094,22.0%,1601775890,5024488591,189038,636505
2,증인,2019-02-13,974,19.6%,1108468290,17595562751,127417,2191348
3,사바하,2019-02-20,955,19.2%,1448025360,16762293684,162038,2026172
4,극한직업,2019-01-23,728,14.6%,1005346390,136956774536,112618,15946980
5,자전차왕 엄복동,2019-02-27,566,11.4%,209961430,994751490,24981,133582
6,"어쩌다, 결혼",2019-02-27,463,9.3%,102411560,478745409,11680,63485
7,칠곡 가시나들,2019-02-27,138,2.8%,38558200,174284000,4079,20201
8,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,19,0.4%,3795410,4471492760,504,573345
9,기묘한 가족,2019-02-13,9,0.2%,722040,2114869675,98,262825
10,포항,2019-02-27,7,0.1%,164000,2911700,34,496
11,언더독,2019-01-16,4,0.1%,310000,1454220330,50,189581
11,국경의 왕,2019-02-28,4,0.1%,653000,4851400,87,757
13,시인 할매,2019-02-05,3,0.1%,114000,68558400,18,8492
13,얼굴들,2019-01-24,3,0.1%,42000,15942500,7,2170
15,"안녕, 나의 소녀 시절이여",2018-12-12,2,0.0%,24000,18449500,7,2497
15,산상수훈,2017-12-07,2,0.0%,871000,388005700,96,52232
17,이월,2019-01-30,1,0.0%,15000,12295680,3,1661
17,폴란드로 간 아이들,2018-10-31,1,0.0%,87000,377333800,11,49249
17,다영씨,2018-12-06,1,0.0%,4000,7463600,2,1079
