순번,영화명,감독,제작사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,서울매출액,서울관객수,장르,등급,영화구분
1242,이모의유혹2,김이슬,스마일컨텐츠,스마일컨텐츠,2019.7.5,개봉영화,장편,한국,20,"639,000",110,"371,000",66,멜로/로맨스,청소년관람불가,일반영화
1243,슬픈남자,방현준,비에이치제이 시네마,비에이치제이 시네마,2015.12.10,개봉영화,장편,한국,1,"749,000",109,0,0,액션,청소년관람불가,일반영화
1244,그날의 기억,김동후,"도너츠엔터테인먼트,(주)세발자전거 엔터테인먼트",(주)액티버스엔터테인먼트,2018.4.26,개봉영화,장편,한국,1,"972,000",108,"972,000",108,드라마,12세이상관람가,독립/예술영화
1245,퍼스트 스텝,김규민,(주)한마음프로덕션,(주)드림팩트엔터테인먼트,2018.2.8,개봉영화,장편,한국,5,"669,000",108,"499,000",51,다큐멘터리,12세이상관람가,독립/예술영화
1246,종이 비행기,"노홍식,필동",(주)파란프로덕션,(주)콘텐츠윙,2018.1.31,개봉영화,장편,한국,3,"507,000",104,"229,000",23,드라마,15세이상관람가,독립/예술영화
1247,엄마친구들 2,임현태,(주)영화사가을,(주)영화사가을,2018.9.13,개봉영화,장편,한국,20,"531,000",102,"135,000",38,멜로/로맨스,청소년관람불가,일반영화
1248,살인캠프,이상빈,"핸드메이드 필름,(주)코난픽쳐스",골든타이드픽처스(주),2015.3.5,개봉영화,장편,한국,5,"586,000",101,0,0,스릴러,청소년관람불가,독립/예술영화
1249,"연애의 발동 : 상해 여자, 부산 남자",김태균,(주)케이알씨지,(주)케이알씨지,2016.6.2,개봉영화,장편,한국,8,"722,000",93,"430,000",53,멜로/로맨스,12세이상관람가,독립/예술영화
1250,유신의 미학,김노경,마그넷 엔터테인먼터,마그넷 엔터테인먼터,2015.12.16,개봉영화,장편,한국,1,"739,000",93,"739,000",93,드라마,15세이상관람가,일반영화
1251,룸싸롱 맛있는 서비스,조태호,(주)영화사가을,(주)영화사가을,2018.8.9,개봉영화,장편,한국,20,"515,000",91,"111,000",26,멜로/로맨스,청소년관람불가,일반영화
1252,어느 여름날 밤에,김헌,이상우 필름,이상우 필름,2017.4.6,개봉영화,장편,한국,5,"597,000",91,0,0,드라마,청소년관람불가,독립/예술영화
1253,착한 자매들,김부곤,(주)영화사가을,(주)영화사가을,2018.10.12,개봉영화,장편,한국,20,"509,000",91,"113,000",27,멜로/로맨스,청소년관람불가,일반영화
1254,말하지 못한 비밀,송동윤,디와이엔터테인먼트 주식회사,주식회사 마운틴픽쳐스,2015.10.22,개봉영화,장편,한국,3,"722,000",86,"634,000",72,드라마,청소년관람불가,독립/예술영화
1255,노맨스랜드,"박중하,신지현,김상혁,지화자",영화사 유일무이,영화사 유일무이,2018.7.18,개봉영화,옴니버스,한국,1,"601,000",84,0,0,코미디,15세이상관람가,독립/예술영화
1256,여친 언니,조태호,(주)영화사가을,(주)영화사가을,2018.10.4,개봉영화,장편,한국,20,"495,000",84,"99,000",20,멜로/로맨스,청소년관람불가,일반영화
1257,노래방 : 화끈한 여자들,조태호,(주)영화사가을,(주)영화사가을,2018.11.9,개봉영화,장편,한국,20,"578,000",81,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
1258,탐정사무소-평강공주와 바보온달 무삭제판,이동현,(주)매니아22,(주)나우콘텐츠,2016.6.15,개봉영화,장편,한국,1,"648,000",81,"648,000",81,스릴러,청소년관람불가,일반영화
1259,탐하다: 욕망의 섬,김진성,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2017.5.1,개봉영화,장편,한국,20,"450,000",81,"124,000",22,스릴러,청소년관람불가,일반영화
1260,개인교수 : 성적 올리기,유해종,(주)영화사가을,(주)영화사가을,2018.10.25,개봉영화,장편,한국,20,"486,000",80,"84,000",15,멜로/로맨스,청소년관람불가,일반영화
1261,귀신과 함께 춤을,백감독,(주)인피니티엔터테인먼트,(주)인피니티엔터테인먼트,2018.11.30,개봉영화,장편,한국,1,"158,000",79,"158,000",79,멜로/로맨스,청소년관람불가,일반영화
1262,60일의 썸머,김희영,(주)한영씨앤텍,주식회사 마운틴픽쳐스,2018.10.25,개봉영화,장편,한국,5,"416,500",78,"227,000",23,드라마,15세이상관람가,독립/예술영화
1263,엄마친구 5,명석환,(주)영화사 사계절,(주)영화사 사계절,2018.8.24,개봉영화,장편,한국,20,"625,000",77,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
1264,착한 엄마 2,곽영근,"(주)영화사 사계절,대호필름",(주)영화사 사계절,2018.10.19,개봉영화,장편,한국,20,"481,000",77,"85,000",13,멜로/로맨스,청소년관람불가,일반영화
1265,심장박동 조작극,장희민,(주)곤미디어,(주)스토리제이,2017.12.21,개봉영화,장편,한국,5,"405,000",76,"42,000",9,멜로/로맨스,15세이상관람가,독립/예술영화
1266,걸작,최진욱,주식회사 씨엠닉스,주식회사 씨엠닉스,2019.7.1,개봉영화,장편,한국,1,"215,000",75,"215,000",75,코미디,12세이상관람가,독립/예술영화
1267,동경,윤웅대,,주식회사 씨엠닉스,2019.8.1,개봉영화,장편,한국,1,"166,000",73,"166,000",73,드라마,15세이상관람가,독립/예술영화
1268,스피드,이상우,(주)무비엔진,(주)드림팩트엔터테인먼트,2015.10.22,개봉영화,장편,한국,6,"554,000",73,"261,500",31,드라마,청소년관람불가,독립/예술영화
1269,일진,이수성,㈜리필름,(주)드림팩트엔터테인먼트,2018.3.15,개봉영화,장편,한국,5,"114,000",73,"58,000",17,액션,청소년관람불가,독립/예술영화
1270,정사 : 자매의 유혹,김부곤,(주)영화사가을,(주)영화사가을,2018.8.16,개봉영화,장편,한국,20,"473,000",73,"77,000",9,멜로/로맨스,청소년관람불가,일반영화
1271,여교사 : 제자와의 사랑,최민,(주)영화사가을,(주)영화사가을,2018.8.2,개봉영화,장편,한국,20,"471,000",72,"75,000",8,멜로/로맨스,청소년관람불가,일반영화
1272,내 여자친구의 엄마,김부곤,(주)영화사가을,(주)영화사가을,2018.12.4,개봉영화,장편,한국,20,"518,000",71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
1273,밀애 : 아내의 여동생,김부곤,(주)영화사가을,(주)영화사가을,2018.11.15,개봉영화,장편,한국,20,"518,000",71,"122,000",7,멜로/로맨스,청소년관람불가,일반영화
1274,"불의 날, 생명을 말하다",전화성,"한국YWCA연합회,크리에이티브컴즈(주)",크리에이티브컴즈(주),2016.4.28,개봉영화,장편,한국,1,"568,000",71,"568,000",71,다큐멘터리,전체관람가,일반영화
1275,내 학생의 엄마 3,유해종,(주)영화사가을,(주)영화사가을,2018.9.7,개봉영화,장편,한국,20,"467,000",70,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
1276,스와핑 : 친구의 아내 2,유해종,(주)영화사가을,(주)영화사가을,2018.7.19,개봉영화,장편,한국,20,"470,000",69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
1277,신혼부부의 성생활,조태호,(주)영화사가을,(주)영화사가을,2018.7.12,개봉영화,장편,한국,20,"470,000",69,"74,000",5,멜로/로맨스,청소년관람불가,일반영화
1278,엄마의 유혹,유해종,(주)영화사가을,(주)영화사가을,2018.7.31,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
1279,여친엄마 2,최민,(주)영화사가을,(주)영화사가을,2018.8.30,개봉영화,장편,한국,19,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
1280,연애 : 엄마친구,유해종,(주)영화사가을,(주)영화사가을,2018.7.10,개봉영화,장편,한국,20,"470,000",69,"76,000",6,멜로/로맨스,청소년관람불가,일반영화
1281,젊은 엄마 친구,유해종,(주)영화사가을,(주)영화사가을,2018.9.28,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
1282,정사 : 처제의 사랑,최민,(주)영화사가을,(주)영화사가을,2018.7.26,개봉영화,장편,한국,20,"465,000",69,"69,000",5,멜로/로맨스,청소년관람불가,일반영화
1283,퀴어영화 뷰티풀,백인규,99film,99film,2018.10.6,개봉영화,장편,한국,1,"584,000",65,"584,000",65,멜로/로맨스,청소년관람불가,독립/예술영화
1284,뷰티풀 뱀파이어,정은경,(주)싸이런픽쳐스,씨네그루(주)키다리이엔티,2018.10.8,개봉영화,장편,한국,5,"221,000",62,"1,000",1,판타지,12세이상관람가,독립/예술영화
1285,가슴 큰 여자친구 무삭제판,준세,(주)담화,(주)담화,2019.8.28,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1286,개인교수: 심화학습 (무삭제),정태령,영화사 인연,(주)소나무픽쳐스,2016.7.21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1287,그녀와 아줌마의 동거,유강,(주)나우콘텐츠,(주)나우콘텐츠,2018.12.7,개봉영화,장편,한국,1,"300,000",60,"300,000",60,,청소년관람불가,일반영화
1288,리얼라이저,백마,유로 프로덕션,유로 프로덕션,2018.9.3,개봉영화,장편,한국,1,"300,000",60,"300,000",60,성인물(에로),청소년관람불가,일반영화
1289,법피아,박두혁,월드 영화사,월드 영화사,2019.5.2,개봉영화,장편,한국,2,"377,000",60,0,0,다큐멘터리,15세이상관람가,독립/예술영화
1290,"어떤 여행, 시민창작뮤지컬",김정욱,주식회사 마운틴픽쳐스,주식회사 마운틴픽쳐스,2015.5.7,개봉영화,장편,한국,2,"335,000",60,"125,000",16,다큐멘터리,전체관람가,독립/예술영화
1291,옆집아가씨 무삭제판,신성진,(주)담화,(주)담화,2019.8.1,개봉영화,장편,한국,1,"300,000",60,"300,000",60,기타,청소년관람불가,일반영화
1292,올래?! 천사들의 도시편 무삭제,노승탁,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2017.11.21,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1293,음란한 모델 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2018.11.2,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1294,입영전야 무삭제: 여선배의 자취방 버전,유승택,영화사 인연,(주)소나무픽쳐스,2016.9.1,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1295,젊은 형부 무삭제판,박은호,(주)픽쳐레스크,(주)픽쳐레스크,2017.1.25,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1296,하숙집 2 (무삭제),정태령,영화사 인연,(주)소나무픽쳐스,2016.6.16,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1297,화끈한 홈서비스 무삭제판,노승택,(주)제이에이와이이엔터테인먼트,(주)제이에이와이이엔터테인먼트,2018.8.17,개봉영화,장편,한국,1,"300,000",60,"300,000",60,멜로/로맨스,청소년관람불가,일반영화
1298,섹스하기 좋은 날 무삭제,김이슬,(주)영화사가을,(주)영화사가을,2019.3.12,개봉영화,장편,한국,20,"177,000",58,"78,000",39,멜로/로맨스,청소년관람불가,일반영화
1299,침입자,이숭환,(주)케이알씨지,(주)케이알씨지,2017.12.14,개봉영화,장편,한국,5,"146,000",58,"14,000",7,범죄,15세이상관람가,독립/예술영화
1300,내 이웃의 아내 (무삭제),정대만,블루스필름,(주)소나무픽쳐스,2016.11.24,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1301,베드(감독판),박철수,씨네힐,주식회사 마운틴픽쳐스,2015.3.12,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1302,비밀: 아내의 남자,이상화,굿픽처스,(주)나우콘텐츠,2015.2.4,개봉영화,장편,한국,1,"270,000",54,"270,000",54,드라마,청소년관람불가,일반영화
1303,섹스가 다이어트에 미치는 영향,최무연,(주)로드하우스,(주)로드하우스,2016.12.12,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1304,외박: 친구의 여자 (무삭제),유승택,영화사 인연,(주)소나무픽쳐스,2016.11.10,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1305,이상한 게임,신재천,디자인 콘텐츠,디자인 콘텐츠,2019.6.9,개봉영화,장편,한국,1,"324,000",54,"324,000",54,미스터리,15세이상관람가,일반영화
1306,청불학원,최무연,(주)로드하우스,(주)로드하우스,2017.3.14,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1307,폭풍정사,국영수,(주)대양미디어,위드 라이언 픽쳐스,2015.7.29,개봉영화,장편,한국,1,"270,000",54,"270,000",54,멜로/로맨스,청소년관람불가,일반영화
1308,서울야행,권중목,주식회사 씨엠닉스,주식회사 씨엠닉스,2016.5.5,개봉영화,장편,한국,3,"355,000",53,"141,000",21,코미디,15세이상관람가,독립/예술영화
1309,콩쥐별전 - 전주성의 비밀,배효상,유한회사 올빼미하우스,유한회사 올빼미하우스,2019.7.27,개봉영화,장편,한국,1,"219,000",52,0,0,애니메이션,전체관람가,일반영화
1310,찡찡 막막,박제욱,아이앤지픽쳐스,아이앤지픽쳐스,2016.11.24,개봉영화,장편,한국,2,"249,500",51,0,0,멜로/로맨스,15세이상관람가,독립/예술영화
1311,어떤 가족,김형범,판픽처스,골든타이드픽처스(주),2015.6.25,개봉영화,장편,한국,5,"280,000",50,0,0,드라마,12세이상관람가,독립/예술영화
1312,어떤 하루,"정가영,전선호,최진혁",청주대학교 영화학과,(주)비엠컬쳐스,2017.6.28,개봉영화,옴니버스,한국,5,"344,000",45,"197,000",21,드라마,15세이상관람가,독립/예술영화
1313,테이크 미 홈,이창준,바심미디어,바심미디어,2019.6.16,개봉영화,장편,한국,1,"192,000",45,0,0,다큐멘터리,전체관람가,독립/예술영화
1314,망대,문승욱,문화공작소 낭만,골든타이드픽처스(주),2015.3.12,개봉영화,장편,한국,3,"307,000",44,"159,000",20,다큐멘터리,전체관람가,독립/예술영화
1315,아웃도어 비긴즈,임진승,노센스필름,윤스,2018.5.21,개봉영화,장편,한국,5,"170,000",44,"28,000",14,코미디,청소년관람불가,독립/예술영화
1316,걷기 좋은 날,박용주,(주)웃기씨네,(주)웃기씨네,2018.10.12,개봉영화,장편,한국,1,"153,500",43,0,0,드라마,12세이상관람가,독립/예술영화
1317,터치 바이 터치,김호준,(주)인피니티엔터테인먼트,나이스플레이(주),2015.4.30,개봉영화,장편,한국,1,"200,000",40,"200,000",40,멜로/로맨스,청소년관람불가,일반영화
1318,모범생,"노홍식,이영진","(주)파란프로덕션,주식회사 씨엠닉스",주식회사 씨엠닉스,2017.11.17,개봉영화,장편,한국,2,"168,000",39,0,0,스릴러,청소년관람불가,독립/예술영화
