영화명,개봉n주차,주차관객수
우리 손자 베스트,36,11
우리 손자 베스트,47,20
커튼콜,-2,53
커튼콜,1,2706
커튼콜,2,2376
커튼콜,3,233
커튼콜,4,84
커튼콜,5,61
눈발,1,3601
눈발,2,8680
눈발,3,956
눈발,4,202
눈발,5,70
눈발,6,96
눈발,7,23
마담 B,1,22
마담 B,2,784
마담 B,3,253
마담 B,4,131
마담 B,5,68
마담 B,6,185
마담 B,7,28
마담 B,51,260
연애담,-1,524
연애담,0,203
연애담,1,717
연애담,2,8101
연애담,3,6473
연애담,4,3310
연애담,5,1526
연애담,6,542
연애담,7,569
연애담,8,514
연애담,10,463
연애담,45,800
나홀로 휴가,1,1013
나홀로 휴가,2,6263
나홀로 휴가,3,712
나홀로 휴가,4,80
나홀로 휴가,5,52
나홀로 휴가,6,28
나홀로 휴가,26,76
대결,-1,77
대결,1,1735
대결,2,28136
대결,3,760
인천상륙작전 : 익스텐디드 에디션(확장판),1,549
인천상륙작전 : 익스텐디드 에디션(확장판),2,24161
인천상륙작전 : 익스텐디드 에디션(확장판),3,1934
인천상륙작전 : 익스텐디드 에디션(확장판),4,346
나는 증인이다,1,0
나는 증인이다,2,597
나는 증인이다,4,354
나는 증인이다,5,17
나는 증인이다,6,23
나는 증인이다,13,376
럭키,0,10402
럭키,1,135634
럭키,2,2539571
럭키,3,2132739
럭키,4,1050146
럭키,5,653182
럭키,6,348941
럭키,7,85251
럭키,8,17431
럭키,9,1092
럭키,23,901
아수라,0,0
아수라,1,24846
아수라,2,2131782
아수라,3,364857
아수라,4,64732
아수라,5,4632
아수라,6,1852
아수라,107,1799
아수라,108,41
눈길,-4,53
눈길,-1,2016
눈길,0,556
눈길,1,1104
눈길,2,97536
눈길,3,20970
눈길,4,4197
눈길,5,2008
눈길,6,542
눈길,7,279
우주의 크리스마스,-2,0
우주의 크리스마스,1,663
우주의 크리스마스,2,1203
우주의 크리스마스,3,183
올 리브 올리브,-14,137
올 리브 올리브,-7,21
올 리브 올리브,1,859
올 리브 올리브,2,591
올 리브 올리브,3,284
올 리브 올리브,4,208
올 리브 올리브,5,50
올 리브 올리브,6,20
올 리브 올리브,60,140
올 리브 올리브,61,45
올 리브 올리브,62,41
올 리브 올리브,63,50
올 리브 올리브,64,46
다시 태어나도 우리,-51,36
다시 태어나도 우리,-3,11
다시 태어나도 우리,-1,116
다시 태어나도 우리,1,1448
다시 태어나도 우리,2,10393
다시 태어나도 우리,3,7779
다시 태어나도 우리,4,4954
다시 태어나도 우리,5,3028
다시 태어나도 우리,6,2353
다시 태어나도 우리,7,1501
다시 태어나도 우리,8,1459
다시 태어나도 우리,9,919
다시 태어나도 우리,10,949
다시 태어나도 우리,11,569
다시 태어나도 우리,12,1119
다시 태어나도 우리,13,537
다시 태어나도 우리,14,129
다시 태어나도 우리,15,111
다시 태어나도 우리,46,662
다시 태어나도 우리,48,140
노후 대책 없다,-10,310
노후 대책 없다,-9,12
노후 대책 없다,-3,23
노후 대책 없다,1,438
노후 대책 없다,2,584
노후 대책 없다,3,165
노후 대책 없다,4,61
노후 대책 없다,5,71
노후 대책 없다,33,119
22,1,1246
22,2,810
22,3,179
22,4,26
22,5,29
안녕 히어로,-1,424
안녕 히어로,1,1020
안녕 히어로,2,1071
안녕 히어로,3,364
안녕 히어로,4,1589
안녕 히어로,6,600
안녕 히어로,57,563
안녕 히어로,58,39
안녕 히어로,59,45
공동정범,-52,193
공동정범,-30,60
공동정범,-3,112
공동정범,1,1431
공동정범,2,2947
공동정범,3,2363
공동정범,4,1359
공동정범,5,866
공동정범,6,454
공동정범,7,613
공동정범,8,423
공동정범,9,277
공동정범,10,61
공동정범,11,229
공동정범,12,261
공동정범,14,9
공동정범,15,70
공동정범,17,12
공동정범,25,23
공동정범,52,92
침묵,1,6347
침묵,2,390372
침묵,3,89909
침묵,4,6474
침묵,5,954
침묵,82,69
7년-그들이 없는 언론,1,2683
7년-그들이 없는 언론,2,9407
7년-그들이 없는 언론,3,3370
7년-그들이 없는 언론,4,778
7년-그들이 없는 언론,5,186
7년-그들이 없는 언론,6,226
7년-그들이 없는 언론,7,31
7년-그들이 없는 언론,26,318
7년-그들이 없는 언론,50,79
그물,1,1396
그물,2,50192
그물,3,3651
그물,4,908
그물,37,394
춘몽,1,627
춘몽,2,9223
춘몽,3,2992
춘몽,4,1136
춘몽,5,238
춘몽,6,84
춘몽,7,86
춘몽,26,37
춘몽,50,44
춘몽,107,187
춘몽,110,24
춘몽,111,18
춘몽,112,12
춘몽,148,8
폭력의 법칙: 나쁜 피 두 번째 이야기,1,369
걷기왕,0,913
걷기왕,1,10000
걷기왕,2,63617
걷기왕,3,11846
걷기왕,4,3651
걷기왕,5,1505
걷기왕,6,1786
걷기왕,7,334
걷기왕,8,162
걷기왕,9,1272
순종,-1,733
순종,0,1455
순종,1,2445
순종,2,17480
순종,3,12464
순종,4,7674
순종,5,4940
순종,6,4687
순종,7,2438
순종,8,450
순종,9,1915
순종,10,842
순종,11,287
순종,12,117
순종,52,709
혼숨,0,0
혼숨,1,1450
혼숨,2,205947
혼숨,3,74657
혼숨,4,4641
사랑하기 때문에,-6,2611
사랑하기 때문에,-1,9049
사랑하기 때문에,1,7017
사랑하기 때문에,2,268211
사랑하기 때문에,3,51700
사랑하기 때문에,4,991
사랑하기 때문에,5,914
사랑하기 때문에,22,337
사랑하기 때문에,23,0
시간의 종말,1,1024
시간의 종말,2,1747
시간의 종말,3,617
시간의 종말,4,185
시간의 종말,6,180
시간의 종말,7,32
시간의 종말,127,28
시간의 종말,128,7
시간의 종말,129,45
시간의 종말,130,7
시간의 종말,134,139
꿈의 제인,1,1583
꿈의 제인,2,10141
꿈의 제인,3,4541
꿈의 제인,4,2977
꿈의 제인,5,2452
꿈의 제인,6,1294
꿈의 제인,7,663
꿈의 제인,8,330
꿈의 제인,9,231
꿈의 제인,10,117
꿈의 제인,12,237
꿈의 제인,13,140
꿈의 제인,14,49
"무현, 두 도시 이야기",1,3006
"무현, 두 도시 이야기",2,22500
"무현, 두 도시 이야기",3,58783
"무현, 두 도시 이야기",4,48653
"무현, 두 도시 이야기",5,26672
"무현, 두 도시 이야기",6,18364
"무현, 두 도시 이야기",7,8360
"무현, 두 도시 이야기",8,3600
"무현, 두 도시 이야기",9,1521
"무현, 두 도시 이야기",10,694
"무현, 두 도시 이야기",11,618
"무현, 두 도시 이야기",12,276
"무현, 두 도시 이야기",13,425
"무현, 두 도시 이야기",48,214
분장,-41,281
분장,-21,238
분장,1,216
분장,2,1105
분장,3,680
분장,4,352
분장,5,244
분장,6,77
분장,7,84
분장,8,4
문영,1,350
문영,2,4174
문영,3,1438
문영,4,847
문영,5,296
문영,6,208
문영,7,146
문영,8,83
문영,10,84
문영,13,35
문영,50,203
문영,51,8
스플릿,0,2642
스플릿,1,17941
스플릿,2,508843
스플릿,3,174395
스플릿,4,51550
스플릿,5,1860
스플릿,6,658
시소,1,2372
시소,2,1920
시소,4,1120
시소,5,782
시소,6,807
시소,7,1267
시소,8,268
시소,11,63
시소,24,135
시소,30,215
가려진 시간,-1,890
가려진 시간,1,18262
가려진 시간,2,396368
가려진 시간,3,86899
가려진 시간,4,5376
가려진 시간,5,1085
가려진 시간,6,1073
가려진 시간,11,925
가려진 시간,57,138
가려진 시간,68,115
당신자신과 당신의 것,1,639
당신자신과 당신의 것,2,11146
당신자신과 당신의 것,3,3719
당신자신과 당신의 것,4,1758
당신자신과 당신의 것,5,354
당신자신과 당신의 것,6,146
당신자신과 당신의 것,7,92
당신자신과 당신의 것,9,46
당신자신과 당신의 것,10,17
당신자신과 당신의 것,11,7
당신자신과 당신의 것,57,165
오 마이 파파,1,1545
오 마이 파파,2,5902
오 마이 파파,3,1798
오 마이 파파,4,2017
오 마이 파파,5,289
오 마이 파파,6,336
오 마이 파파,7,35
오 마이 파파,8,49
아들에게 가는 길,0,334
아들에게 가는 길,1,711
아들에게 가는 길,2,2934
아들에게 가는 길,3,1258
아들에게 가는 길,4,1387
아들에게 가는 길,5,51
사월의 끝,1,151
사월의 끝,2,247
사월의 끝,3,66
사월의 끝,4,14
사월의 끝,5,34
"제자도 - 제자,옥한흠2",1,217
"제자도 - 제자,옥한흠2",2,5183
"제자도 - 제자,옥한흠2",3,3313
형,0,4415
형,1,16100
형,2,1265294
형,3,1035389
형,4,433958
형,5,207572
형,6,15639
형,7,1900
형,8,363
형,9,1216
나의 살던 고향은,0,771
나의 살던 고향은,1,810
나의 살던 고향은,2,3305
나의 살던 고향은,3,2709
나의 살던 고향은,4,1394
나의 살던 고향은,5,402
나의 살던 고향은,6,1078
나의 살던 고향은,7,261
나의 살던 고향은,17,211
나의 살던 고향은,33,6
나의 살던 고향은,48,432
두 남자,-1,274
두 남자,1,3911
두 남자,2,53593
두 남자,3,2237
두 남자,4,345
판도라,0,8442
판도라,1,9930
판도라,2,1766999
판도라,3,1596402
판도라,4,665198
판도라,5,420536
판도라,6,91731
판도라,7,17900
판도라,8,3673
판도라,12,2338
판도라,50,1040
여교사,-6,0
여교사,-1,487
여교사,1,2951
여교사,2,99496
여교사,3,9840
여교사,4,1826
여교사,5,1831
여교사,6,1020
여교사,7,897
워킹 스트리트,1,0
워킹 스트리트,2,577
워킹 스트리트,3,48
워킹 스트리트,4,17
워킹 스트리트,5,13
워킹 스트리트,6,6
워킹 스트리트,7,0
"컴, 투게더",-2,146
"컴, 투게더",-1,321
"컴, 투게더",1,399
"컴, 투게더",2,612
"컴, 투게더",3,639
"컴, 투게더",4,165
"컴, 투게더",5,86
미씽: 사라진 여자,0,1134
미씽: 사라진 여자,1,5508
미씽: 사라진 여자,2,843031
미씽: 사라진 여자,3,240557
미씽: 사라진 여자,4,61684
미씽: 사라진 여자,52,1287
비치온더비치,1,382
비치온더비치,2,488
비치온더비치,3,314
비치온더비치,4,152
비치온더비치,6,92
비치온더비치,103,83
목숨 건 연애,1,3279
목숨 건 연애,2,41564
목숨 건 연애,3,854
"당신, 거기 있어줄래요",0,8693
"당신, 거기 있어줄래요",1,9352
"당신, 거기 있어줄래요",2,733555
"당신, 거기 있어줄래요",3,294890
"당신, 거기 있어줄래요",4,116039
"당신, 거기 있어줄래요",5,5927
"당신, 거기 있어줄래요",6,168
"당신, 거기 있어줄래요",11,1
나의 연기 워크샵,1,289
나의 연기 워크샵,2,661
나의 연기 워크샵,3,237
나의 연기 워크샵,4,107
나의 연기 워크샵,6,89
누에치던 방,-30,336
누에치던 방,1,362
누에치던 방,2,965
누에치던 방,3,519
누에치던 방,4,210
누에치던 방,5,91
누에치던 방,6,127
누에치던 방,17,68
누에치던 방,81,19
메리 크리스마스 미스터 모,1,1097
메리 크리스마스 미스터 모,2,1453
메리 크리스마스 미스터 모,3,827
메리 크리스마스 미스터 모,4,336
메리 크리스마스 미스터 모,5,288
메리 크리스마스 미스터 모,6,83
아기와 나,-49,84
아기와 나,-2,15
아기와 나,-1,67
아기와 나,0,366
아기와 나,1,81
아기와 나,2,1423
아기와 나,3,237
아기와 나,4,80
아기와 나,5,78
아기와 나,6,21
위켄즈,0,278
위켄즈,1,439
위켄즈,2,1106
위켄즈,3,744
위켄즈,4,646
위켄즈,5,738
위켄즈,6,252
위켄즈,7,136
위켄즈,10,241
위켄즈,141,621
아티스트: 다시 태어나다,0,510
아티스트: 다시 태어나다,1,1225
아티스트: 다시 태어나다,2,3760
아티스트: 다시 태어나다,3,318
아티스트: 다시 태어나다,4,180
아티스트: 다시 태어나다,5,58
소녀의 세계,-102,221
소녀의 세계,1,719
소녀의 세계,2,536
소녀의 세계,3,176
소녀의 세계,4,42
소녀의 세계,5,75
여자들,0,635
여자들,1,429
여자들,2,1248
여자들,3,490
여자들,4,197
여자들,5,69
여자들,6,32
"춘천, 춘천",-93,92
"춘천, 춘천",-76,44
"춘천, 춘천",1,62
"춘천, 춘천",2,447
"춘천, 춘천",3,243
"춘천, 춘천",4,129
"춘천, 춘천",5,161
"춘천, 춘천",6,91
"춘천, 춘천",7,115
"춘천, 춘천",8,34
"춘천, 춘천",9,23
"춘천, 춘천",10,13
재꽃,0,572
재꽃,1,279
재꽃,2,1830
재꽃,3,1275
재꽃,4,396
재꽃,5,350
재꽃,6,148
재꽃,7,292
부릉! 부릉! 브루미즈: 스피더의 모험 일기,0,0
부릉! 부릉! 브루미즈: 스피더의 모험 일기,1,1046
부릉! 부릉! 브루미즈: 스피더의 모험 일기,2,8272
부릉! 부릉! 브루미즈: 스피더의 모험 일기,3,818
부릉! 부릉! 브루미즈: 스피더의 모험 일기,4,187
부릉! 부릉! 브루미즈: 스피더의 모험 일기,5,318
부릉! 부릉! 브루미즈: 스피더의 모험 일기,6,250
부릉! 부릉! 브루미즈: 스피더의 모험 일기,7,105
부릉! 부릉! 브루미즈: 스피더의 모험 일기,8,54
부릉! 부릉! 브루미즈: 스피더의 모험 일기,9,86
부릉! 부릉! 브루미즈: 스피더의 모험 일기,10,185
부릉! 부릉! 브루미즈: 스피더의 모험 일기,14,149
부릉! 부릉! 브루미즈: 스피더의 모험 일기,20,149
마스터,1,23444
마스터,2,3502148
마스터,3,2235309
마스터,4,885157
마스터,5,458154
마스터,6,34771
마스터,7,6787
마스터,8,2763
마스터,9,928
마스터,10,950
미성년,0,3673
미성년,1,601
미성년,2,180884
미성년,3,85707
미성년,4,14291
미성년,5,5096
미성년,6,1562
미성년,7,954
걱정말아요,1,189
걱정말아요,2,388
걱정말아요,3,124
걱정말아요,4,42
공조,0,4665
공조,1,9941
공조,2,1413415
공조,3,3432095
공조,4,1654750
공조,5,882017
공조,6,322126
공조,7,92586
공조,8,5493
공조,9,348
공조,44,144
더 킹,1,14012
더 킹,2,2159127
더 킹,3,2237301
더 킹,4,679931
더 킹,5,214000
더 킹,6,10844
터닝메카드W: 블랙미러의 부활,0,75
터닝메카드W: 블랙미러의 부활,1,1649
터닝메카드W: 블랙미러의 부활,2,295762
터닝메카드W: 블랙미러의 부활,3,103514
터닝메카드W: 블랙미러의 부활,4,23415
터닝메카드W: 블랙미러의 부활,5,4154
터닝메카드W: 블랙미러의 부활,6,224
터닝메카드W: 블랙미러의 부활,7,58
터닝메카드W: 블랙미러의 부활,8,34
터닝메카드W: 블랙미러의 부활,9,91
터닝메카드W: 블랙미러의 부활,10,85
터닝메카드W: 블랙미러의 부활,12,60
터닝메카드W: 블랙미러의 부활,13,126
터닝메카드W: 블랙미러의 부활,14,132
터닝메카드W: 블랙미러의 부활,15,167
터닝메카드W: 블랙미러의 부활,35,61
터닝메카드W: 블랙미러의 부활,36,76
터닝메카드W: 블랙미러의 부활,37,20
터닝메카드W: 블랙미러의 부활,39,16
터닝메카드W: 블랙미러의 부활,43,36
터닝메카드W: 블랙미러의 부활,45,95
터닝메카드W: 블랙미러의 부활,46,71
터닝메카드W: 블랙미러의 부활,47,10
터닝메카드W: 블랙미러의 부활,96,2
재심,0,4352
재심,1,8781
재심,2,1229495
재심,3,788078
재심,4,267307
재심,5,98866
재심,6,21748
재심,7,1008
재심,8,651
재심,11,691
장기왕 : 가락시장 레볼루션,0,107
장기왕 : 가락시장 레볼루션,1,56
장기왕 : 가락시장 레볼루션,2,618
장기왕 : 가락시장 레볼루션,3,307
장기왕 : 가락시장 레볼루션,5,118
조작된 도시,0,3271
조작된 도시,1,14932
조작된 도시,2,1417165
조작된 도시,3,720227
조작된 도시,4,302975
조작된 도시,5,42345
조작된 도시,6,9822
조작된 도시,7,2243
조작된 도시,8,1367
조작된 도시,9,451
루시드 드림,-2,0
루시드 드림,0,1213
루시드 드림,1,4922
루시드 드림,2,93518
루시드 드림,3,2168
루시드 드림,4,244
루시드 드림,13,105
원라인,1,9888
원라인,2,327498
원라인,3,87633
원라인,4,7050
원라인,5,2238
원라인,6,226
"그래, 가족",0,0
"그래, 가족",1,2798
"그래, 가족",2,38934
"그래, 가족",3,2767
"그래, 가족",4,2015
싱글라이더,1,5453
싱글라이더,2,306465
싱글라이더,3,32551
싱글라이더,4,5837
싱글라이더,5,687
싱글라이더,40,283
해빙,1,3024
해빙,2,980959
해빙,3,181223
해빙,4,36990
해빙,5,1396
해빙,6,200
해빙,7,366
해빙,8,287
커피 메이트,1,1098
커피 메이트,2,4579
커피 메이트,3,634
커피 메이트,4,143
레이디버그,1,0
레이디버그,2,33787
레이디버그,3,6521
레이디버그,4,719
왕을 참하라,1,814
왕을 참하라,2,2920
왕을 참하라,3,354
마리안느와 마가렛,0,1033
마리안느와 마가렛,1,461
마리안느와 마가렛,2,11687
마리안느와 마가렛,3,7579
마리안느와 마가렛,4,1832
마리안느와 마가렛,5,3300
마리안느와 마가렛,7,1063
마리안느와 마가렛,8,111
마리안느와 마가렛,9,104
마리안느와 마가렛,10,158
마리안느와 마가렛,11,55
마리안느와 마가렛,12,296
마리안느와 마가렛,29,955
마리안느와 마가렛,48,88
프리즌,0,8540
프리즌,1,99614
프리즌,2,1511416
프리즌,3,758847
프리즌,4,378015
프리즌,5,129221
프리즌,6,44299
프리즌,7,1045
프리즌,8,700
프리즌,15,200
비정규직 특수요원,1,3559
비정규직 특수요원,2,140123
비정규직 특수요원,3,5020
비정규직 특수요원,4,835
아빠는 딸,-4,0
아빠는 딸,0,512
아빠는 딸,1,6916
아빠는 딸,2,325602
아빠는 딸,3,246339
아빠는 딸,4,63816
아빠는 딸,5,2910
아빠는 딸,10,122
아빠는 딸,11,376
만담강호,-1,0
만담강호,1,726
만담강호,2,361
만담강호,3,90
만담강호,4,25
만담강호,5,5
밤의 해변에서 혼자,1,401
밤의 해변에서 혼자,2,30209
밤의 해변에서 혼자,3,14204
밤의 해변에서 혼자,4,5454
밤의 해변에서 혼자,5,2752
밤의 해변에서 혼자,6,1750
밤의 해변에서 혼자,7,1127
밤의 해변에서 혼자,8,452
밤의 해변에서 혼자,9,210
밤의 해변에서 혼자,12,266
밤의 해변에서 혼자,13,17
밤의 해변에서 혼자,63,267
보통사람,1,6396
보통사람,2,314895
보통사람,3,57732
보통사람,4,4023
보통사람,5,189
보통사람,8,101
어느날,1,5208
어느날,2,187463
어느날,3,34080
어느날,4,6907
어느날,5,972
"서서평, 천천히 평온하게",0,2333
"서서평, 천천히 평온하게",1,1053
"서서평, 천천히 평온하게",2,48777
"서서평, 천천히 평온하게",3,23423
"서서평, 천천히 평온하게",4,13238
"서서평, 천천히 평온하게",5,6219
"서서평, 천천히 평온하게",6,4339
"서서평, 천천히 평온하게",7,3745
"서서평, 천천히 평온하게",8,5661
"서서평, 천천히 평온하게",9,3890
"서서평, 천천히 평온하게",10,1728
"서서평, 천천히 평온하게",11,2265
"서서평, 천천히 평온하게",12,1527
"서서평, 천천히 평온하게",13,1217
"서서평, 천천히 평온하게",14,1210
"서서평, 천천히 평온하게",15,758
"서서평, 천천히 평온하게",16,1
"서서평, 천천히 평온하게",19,773
"서서평, 천천히 평온하게",30,929
"서서평, 천천히 평온하게",44,308
불빛 아래서,1,624
불빛 아래서,2,340
불빛 아래서,3,107
불빛 아래서,4,42
불빛 아래서,6,81
불빛 아래서,9,21
"다시, 벚꽃",1,976
"다시, 벚꽃",2,4509
"다시, 벚꽃",3,805
"다시, 벚꽃",4,169
"다시, 벚꽃",5,190
"다시, 벚꽃",6,66
시간위의 집,0,1614
시간위의 집,1,4472
시간위의 집,2,111000
시간위의 집,3,10220
시간위의 집,4,1636
임금님의 사건수첩,-1,326
임금님의 사건수첩,0,5338
임금님의 사건수첩,1,10716
임금님의 사건수첩,2,966377
임금님의 사건수첩,3,577956
임금님의 사건수첩,4,64311
임금님의 사건수첩,5,6622
임금님의 사건수첩,6,1744
임금님의 사건수첩,7,848
지렁이,-1,0
지렁이,0,226
지렁이,1,809
지렁이,2,794
지렁이,3,73
지렁이,4,10
보안관,-1,1664
보안관,0,5166
보안관,1,15324
보안관,2,1629431
보안관,3,671600
보안관,4,217751
보안관,5,41071
보안관,6,1811
보안관,7,182
보안관,8,1886
보안관,14,2558
슈퍼 빼꼼: 스파이 대작전,-1,615
슈퍼 빼꼼: 스파이 대작전,1,3017
슈퍼 빼꼼: 스파이 대작전,2,83190
슈퍼 빼꼼: 스파이 대작전,3,6667
슈퍼 빼꼼: 스파이 대작전,4,3039
슈퍼 빼꼼: 스파이 대작전,5,1551
슈퍼 빼꼼: 스파이 대작전,6,701
슈퍼 빼꼼: 스파이 대작전,10,157
슈퍼 빼꼼: 스파이 대작전,20,552
슈퍼 빼꼼: 스파이 대작전,21,12
슈퍼 빼꼼: 스파이 대작전,27,19
슈퍼 빼꼼: 스파이 대작전,28,18
슈퍼 빼꼼: 스파이 대작전,29,26
슈퍼 빼꼼: 스파이 대작전,30,14
슈퍼 빼꼼: 스파이 대작전,31,23
슈퍼 빼꼼: 스파이 대작전,32,23
슈퍼 빼꼼: 스파이 대작전,49,123
더 플랜,1,407
더 플랜,2,23430
더 플랜,3,7686
더 플랜,4,2367
더 플랜,5,222
극장판 또봇: 로봇군단의 습격,1,2328
극장판 또봇: 로봇군단의 습격,2,85958
극장판 또봇: 로봇군단의 습격,3,46470
극장판 또봇: 로봇군단의 습격,4,5754
극장판 또봇: 로봇군단의 습격,5,816
극장판 또봇: 로봇군단의 습격,22,403
극장판 또봇: 로봇군단의 습격,28,31
극장판 또봇: 로봇군단의 습격,29,11
극장판 또봇: 로봇군단의 습격,31,65
특별시민,1,8631
특별시민,2,1127567
특별시민,3,213755
특별시민,4,9020
특별시민,5,1316
특별시민,6,357
특별시민,7,1288
하루,0,2497
하루,1,4627
하루,2,716949
하루,3,345265
하루,4,54859
하루,5,4896
하루,6,497
아이엠 호프맨,1,99
아이엠 호프맨,2,948
아이엠 호프맨,3,590
아이엠 호프맨,4,691
아이엠 호프맨,6,129
아이엠 호프맨,7,78
아이엠 호프맨,44,355
아이엠 호프맨,45,10
석조저택 살인사건,0,1213
석조저택 살인사건,1,4327
석조저택 살인사건,2,307948
석조저택 살인사건,3,34079
석조저택 살인사건,4,2891
석조저택 살인사건,5,324
석조저택 살인사건,10,2060
파파 오랑후탄,0,155
파파 오랑후탄,1,150
파파 오랑후탄,2,628
파파 오랑후탄,3,256
파파 오랑후탄,6,511
파파 오랑후탄,9,261
길,-1,0
길,1,391
길,2,3132
길,3,11530
길,4,624
길,7,53
길,8,84
길,14,377
길,15,18
길,20,533
마차 타고 고래고래,0,1072
마차 타고 고래고래,1,1503
마차 타고 고래고래,2,5584
마차 타고 고래고래,3,669
마차 타고 고래고래,6,142
불한당: 나쁜 놈들의 세상,1,26263
불한당: 나쁜 놈들의 세상,2,657050
불한당: 나쁜 놈들의 세상,3,201565
불한당: 나쁜 놈들의 세상,4,28820
불한당: 나쁜 놈들의 세상,5,6735
불한당: 나쁜 놈들의 세상,6,5642
불한당: 나쁜 놈들의 세상,7,3246
불한당: 나쁜 놈들의 세상,8,2996
불한당: 나쁜 놈들의 세상,9,1337
불한당: 나쁜 놈들의 세상,10,1038
불한당: 나쁜 놈들의 세상,11,1003
불한당: 나쁜 놈들의 세상,41,7692
불한당: 나쁜 놈들의 세상,42,7742
불한당: 나쁜 놈들의 세상,55,1998
불한당: 나쁜 놈들의 세상,56,39
불한당: 나쁜 놈들의 세상,57,33
불한당: 나쁜 놈들의 세상,58,13
불한당: 나쁜 놈들의 세상,59,80
불한당: 나쁜 놈들의 세상,99,3038
불한당: 나쁜 놈들의 세상,100,711
불한당: 나쁜 놈들의 세상,101,133
불한당: 나쁜 놈들의 세상,102,101
쇠파리,1,510
쇠파리,2,4070
노무현입니다,0,1015
노무현입니다,1,6313
노무현입니다,2,816471
노무현입니다,3,581750
노무현입니다,4,217633
노무현입니다,5,132091
노무현입니다,6,59746
노무현입니다,7,21715
노무현입니다,8,7962
노무현입니다,9,4090
노무현입니다,10,3330
노무현입니다,11,945
노무현입니다,12,1688
노무현입니다,19,118
노무현입니다,30,132
푸른노을,-1,598
푸른노을,0,189
푸른노을,1,53
푸른노을,2,1469
푸른노을,3,341
푸른노을,12,514
푸른노을,23,184
푸른노을,37,375
푸른노을,40,135
바람의 춤꾼,1,152
바람의 춤꾼,2,621
바람의 춤꾼,3,363
바람의 춤꾼,4,243
바람의 춤꾼,5,99
바람의 춤꾼,6,24
바람의 춤꾼,9,129
바람의 춤꾼,10,17
바람의 춤꾼,11,26
바람의 춤꾼,12,23
대립군,1,10744
대립군,2,718612
대립군,3,74619
대립군,4,14386
대립군,5,16481
대립군,6,1658
대립군,7,870
대립군,8,120
파워배틀 와치카: 와치가면의 역습,0,787
파워배틀 와치카: 와치가면의 역습,1,614
파워배틀 와치카: 와치가면의 역습,2,18213
파워배틀 와치카: 와치가면의 역습,3,2706
파워배틀 와치카: 와치가면의 역습,4,467
파워배틀 와치카: 와치가면의 역습,5,394
파워배틀 와치카: 와치가면의 역습,16,338
파워배틀 와치카: 와치가면의 역습,17,20
파워배틀 와치카: 와치가면의 역습,18,23
파워배틀 와치카: 와치가면의 역습,20,10
파워배틀 와치카: 와치가면의 역습,23,36
파란나비효과,-2,150
파란나비효과,-1,332
파란나비효과,0,1121
파란나비효과,1,801
파란나비효과,2,1538
파란나비효과,4,559
파란나비효과,8,84
파란나비효과,12,359
파란나비효과,41,312
악녀,1,4413
악녀,2,632951
악녀,3,377543
악녀,4,154149
악녀,5,32199
악녀,6,3538
악녀,24,3288
나는 고양이로소이다,1,728
나는 고양이로소이다,2,4700
나는 고양이로소이다,3,1549
나는 고양이로소이다,4,926
나는 고양이로소이다,5,168
청춘 합창단 - 또 하나의 꿈,-1,780
청춘 합창단 - 또 하나의 꿈,0,1101
청춘 합창단 - 또 하나의 꿈,1,1140
청춘 합창단 - 또 하나의 꿈,2,3189
용순,0,302
용순,1,1117
용순,2,7325
용순,3,2200
용순,4,1055
용순,5,443
용순,6,342
용순,7,256
용순,8,115
중독노래방,-1,0
중독노래방,1,443
중독노래방,2,8152
중독노래방,3,261
중독노래방,5,56
드래곤빌리지<화이트니스타운을 구하라>,1,0
드래곤빌리지<화이트니스타운을 구하라>,23,1858
드래곤빌리지<화이트니스타운을 구하라>,24,286
드래곤빌리지<화이트니스타운을 구하라>,28,2032
박열,1,19175
박열,2,1378892
박열,3,532980
박열,4,335340
박열,5,86110
박열,6,2128
박열,7,2593
박열,8,775
박열,9,981
박열,21,200
박열,26,32
직지코드,0,150
직지코드,1,544
직지코드,2,3216
직지코드,3,2870
직지코드,4,2284
직지코드,5,290
직지코드,6,234
직지코드,7,255
직지코드,8,44
직지코드,9,42
리얼,0,0
리얼,1,3891
리얼,2,411856
리얼,3,37938
리얼,4,12733
리얼,5,2782
내 친구 정일우,1,1779
내 친구 정일우,2,4014
내 친구 정일우,3,2029
내 친구 정일우,4,1055
내 친구 정일우,5,585
내 친구 정일우,6,1054
내 친구 정일우,7,1210
내 친구 정일우,8,84
내 친구 정일우,9,123
내 친구 정일우,10,26
내 친구 정일우,59,108
내 친구 정일우,60,53
내 친구 정일우,61,53
내 친구 정일우,62,51
장산범,-7,0
장산범,0,3943
장산범,1,6364
장산범,2,831641
장산범,3,357682
장산범,4,101636
장산범,5,4315
장산범,6,122
장산범,7,253
장산범,8,283
장산범,14,182
폭력의 씨앗,-18,0
폭력의 씨앗,1,449
폭력의 씨앗,2,807
폭력의 씨앗,3,439
폭력의 씨앗,4,101
폭력의 씨앗,5,33
폭력의 씨앗,55,68
버블 패밀리,-77,0
버블 패밀리,-16,419
버블 패밀리,1,30
버블 패밀리,2,358
버블 패밀리,3,272
버블 패밀리,4,227
버블 패밀리,5,237
버블 패밀리,6,109
버블 패밀리,7,34
그 후,-1,0
그 후,1,255
그 후,2,12537
그 후,3,3491
그 후,4,1319
그 후,5,477
그 후,6,228
그 후,7,105
그 후,8,72
그 후,9,14
그 후,10,138
그 후,48,27
밤섬해적단 서울불바다,-1,60
밤섬해적단 서울불바다,0,152
