순위,영화명,영화코드,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,F-rated,감독,대표감독,감독코드,감독성별,감독_대표역할,감독필모,작가,대표작가,대표작가(필명),작가코드,작가성별,작가_대표역할,작가필모,배우,주연배우,배역명,배우코드,배우성별,배우_대표역할,배우필모
50.0,소셜포비아,20141602,2015.3.12,"1,964,654,963",0.2%,"1,965,842,163","249,828","250,031",368,"15,161",한국,한국,한국영화아카데미,CGV아트하우스,15세이상관람가,"스릴러,드라마",0,홍석재,홍석재,10089518.0,남자,감독,피의 연대기|소셜포비아|이쁜 것들이 되어라|보호자|잉투기|필름|Keep Quiet|하트바이브레이터|과월 사랑세 납부고지서|8/10000|외할머니와 레슬링|9월 단편 상상극장 - 홍석재 감독 특별전|2015 GSFF-개막식|KAFA 단편 3,"홍석재, 조현민",홍석재,홍석재,10089518.0,남자,감독,피의 연대기|소셜포비아|이쁜 것들이 되어라|보호자|잉투기|필름|Keep Quiet|하트바이브레이터|과월 사랑세 납부고지서|8/10000|외할머니와 레슬링|9월 단편 상상극장 - 홍석재 감독 특별전|2015 GSFF-개막식|KAFA 단편 3,"변요한,이주승,하윤경,이강욱,류준열,배유람,임지호,엄기성,하상명,전신환,김종수,남문철,오희준,박근록,박예영",변요한,,20147110.0,남자,배우,"노리개: 그녀의 눈물|자산어보|하루|당신, 거기 있어줄래요|마돈나|소셜포비아|들개|감시자들|별리섬|목격자의 밤"
28.0,살인의뢰,20148461,2015.3.12,"6,986,456,737",0.8%,"6,986,456,737","855,980","855,980",646,"35,244",한국,한국,(주)미인픽쳐스,씨네그루(주)다우기술,청소년관람불가,"범죄,스릴러",0,손용호,손용호,20188569.0,남자,감독,나쁜 녀석들: 더 무비|살인의뢰|사랑 따윈 필요 없어,"손용호, 안영진",손용호,손용호,20188569.0,남자,감독,나쁜 녀석들: 더 무비|살인의뢰|사랑 따윈 필요 없어,"김상경,김성균,박성웅,윤승아,조재윤,김의성,기주봉,홍성덕,오대환,이정훈,이진수,박소희,박일우,박혜미,송영창,태욱,김덕순,이다희,이상인,이용출,임종윤",김상경,,10004396.0,남자,배우,열두 번째 용의자|사라진 밤|1급기밀|궁합|살인의뢰|아빠를 빌려드립니다|몽타주|타워|하하하|화려한 휴가|조용한 세상|극장전|내 남자의 로맨스|살인의 추억|생활의 발견
276.0,몽골리안 프린세스,20155926,2015.3.19,"3,254,000",0.0%,"3,254,000",424,424,4,81,한국,한국,키호테,(주)영화사 조제,청소년관람불가,"멜로/로맨스,드라마",0,정단우,정단우,20120321.0,남자,배우,몽골리안 프린세스|어 맨스 월드,정단우,정단우,정단우,20120321.0,남자,배우,몽골리안 프린세스|어 맨스 월드,"정단우,엘리자베스 가르시아,박하나,박혜진,김종수,이태경,김영",정단우,,20120321.0,남자,배우,몽골리안 프린세스|어 맨스 월드
109.0,그라운드의 이방인,20134800,2015.3.19,"26,013,000",0.0%,"26,163,000","3,975","4,000",28,630,한국,한국,㈜인디스토리,㈜인디스토리,전체관람가,다큐멘터리,0,김명준,김명준,20068433.0,남자,촬영,"그라운드의 이방인|두 번의 결혼식과 한 번의 장례식|슬픈 전설|불꽃처럼 나비처럼|우리 학교|하나를 위하여|와니와 준하|꽃섬|엄마, 아름다운 오월|기린 휴게소|환상극장|귀 鬼",김명준,김명준,김명준,20068433.0,남자,촬영,"그라운드의 이방인|두 번의 결혼식과 한 번의 장례식|슬픈 전설|불꽃처럼 나비처럼|우리 학교|하나를 위하여|와니와 준하|꽃섬|엄마, 아름다운 오월|기린 휴게소|환상극장|귀 鬼","김근,양시철,배수찬,권해효,박용진,정원덕,조은성,김정아",김근,,20190132.0,남자,배우,그라운드의 이방인
78.0,태양을 쏴라,20151582,2015.3.19,"126,046,400",0.0%,"126,046,400","17,444","17,444",156,"1,983",한국,한국,필름라인,(유)조이앤시네마,청소년관람불가,멜로/로맨스,0,김태식,김태식,10006101.0,남자,감독,태양을 쏴라 무삭제판|태양을 쏴라|숙희|나쁜 놈이 더 잘 잔다|도쿄택시|아내의 애인을 만나다|붉은 바캉스|붉은 바캉스 검은 웨딩,,,,,,,,"강지환,윤진서,박정민,안석환,윤성준",강지환,,10000877.0,남자,배우,태양을 쏴라 무삭제판|태양을 쏴라|차형사|내 눈에 콩깍지|7급 공무원|영화는 영화다|방문자|로맨싱 게임
10.0,스물,20148845,2015.3.25,"23,563,421,686",2.7%,"23,563,421,686","3,044,811","3,044,811",926,"100,161",한국,한국,"(주)영화나무,(주)아이에이치큐",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,드라마",0,이병헌,이병헌,20125862.0,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다",이병헌,이병헌,이병헌,20125862.0,남자,감독,"드림(가제)|극한직업|레슬러|바람 바람 바람|스물|오늘의 연애|타짜-신의 손|힘내세요, 병헌씨|네버엔딩 스토리|써니|과속스캔들|냄새는 난다","김우빈,이준호,강하늘,정덕희,주창욱,권지훈,오하늬,오현경,이성두,정소민,안재홍,이유비,김의성,김종수,민지,황미영,서호철,박명신,양현민,허준석,한준우,백수희,차민지",김우빈,,20170901.0,남자,배우,도청(가제)|마스터|스물|기술자들|친구 2
105.0,세계일주,20127568,2015.3.26,"32,479,400",0.0%,"32,479,400","4,449","4,449",56,519,한국,한국,(주)쿠나,(주)나이너스엔터테인먼트,12세이상관람가,"가족,어드벤처",0,이항배,이항배,10058032.0,남자,감독,세계일주|모노폴리,"김재환, 손소아",김재환,김재환,20129697.0,남자,시나리오(각본),증거불충분|인천상륙작전|계춘할망|캠핑|고령화 가족|엘 꼰도르 빠사|세계일주|토끼와 리저드|역전에 산다,"김정태,박하영,구승현,최정우,지대한,나윤성,이종경,손여은,성유빈",김정태,현배,10005617.0,남자,배우,잡아야 산다|헬머니|내 심장을 쏴라|소녀괴담|깡철이|세계일주|남자사용설명서|7번방의 선물|박수건달|슈퍼스타|간기남|특수본|체포왕|방가? 방가!|마음이2|영도 다리|무방비도시|해바라기|강력 3반|우리 형|내 여자친구를 소개합니다|똥개|밀애|친구|나를 잊지 말아요
98.0,맛있는 택배,20158504,2015.4.2,"31,122,000",0.0%,"31,122,000","6,276","6,276",50,130,한국,한국,(주)로드하우스,노바엔터테인먼트,청소년관람불가,멜로/로맨스,0,기대호,기대호,20208746.0,남자,시나리오(각본),노래방 : 화끈한 여자들|여친 언니|룸싸롱 맛있는 서비스|신혼부부의 성생활|친구엄마들|하숙집 여자들|아내의 애인 2|정사 : 아내의 친구|새오빠2|룸싸롱 여대생들|착한 엄마 2|바람난 여자들2|사촌 누나|불륜 동창회|비뇨기과 여의사들|미용실 : 특별한 서비스 2|내 아내의 언니 2|외출 2|내 학생의 엄마 2|착한 형수 2|여자들 : 섹스의 만족도|정사 : 친구의 엄마|착한 엄마 친구|착한 형수 무삭제|친구부부 : 욕망의 스와핑|내 학생의 엄마 무삭제판|바람난 여자들 무삭제판|착한 형수|내 학생의 엄마|바람난 여자들|주말부부|이웃동서|외출 무삭제|외출|맛있는 택배,이창렬,이창렬,이창렬,10057660.0,남자,시나리오(각본),맛있는 택배,"송기준,윤원선,이성민,이예은,이원",송기준,,20208747.0,남자,배우,맛있는 택배
73.0,파울볼,20157587,2015.4.2,"235,292,500",0.0%,"235,292,500","31,137","31,137",231,"3,859",한국,한국,(주)티피에스컴퍼니,오퍼스픽쳐스(유),전체관람가,다큐멘터리,0,"조정래,김보경",조정래,10066934.0,남자,감독,"에움길|소리꾼|귀향, 끝나지 않은 이야기|귀향|파울볼|두레소리",정상선,정상선,정상선,20209246.0,남자,시나리오(각본),파울볼,"김성근,조진웅,박지은,박진영,설재훈,이경태,이동현,이상훈,이상훈,이성진,이승엽,이승재,이승주",김성근,,20207146.0,남자,배우,파울볼
214.0,후쿠시마의 미래,20138314,2015.4.9,"4,818,000",0.0%,"5,796,000",721,927,7,126,한국,한국,(주)리키필름,(주)인디플러그,전체관람가,다큐멘터리,1,이홍기,이홍기,20178633.0,남자,감독,후쿠시마의 미래|순천,이창현,이창현,이창현,20225787.0,남자,시나리오(각본),후쿠시마의 미래,김미화,김미화,내레이션,20208086.0,여자,배우,후쿠시마의 미래
57.0,화장,20133682,2015.4.9,"1,073,035,100",0.1%,"1,073,964,100","142,382","142,519",327,"13,811",한국,한국,(주)명필름,(주)리틀빅픽쳐스,청소년관람불가,드라마,1,임권택,임권택,10058483.0,남자,감독,"백두 번째 구름|녹차의 중력|화장|영화판|달빛 길어올리기|나의 사랑, 나의 영화|천년학|한국 영화의 르네상스|하류인생|오원 장승업 취화선|취화선|춘향뎐(春香傳)|창(노는계집 창)|축제|태백산맥|서편제|장군의 아들 3|개벽|장군의 아들 2|장군의 아들|아제아제 바라아제|손에 손잡고|아다다|연산일기|씨받이|티켓|길소뜸|흐르는 강물을 어찌 막으랴|불의 딸|나비 품에서 울었다|안개마을|오염된 자식들|아벤고 공수군단|우상의 눈물|만다라|짝코|깃발없는 기수|복부인|족보|내일 또 내일|신궁|상록수(常綠樹)|저 파도 위에 엄마 얼굴이|가깝고도 먼 길|임진왜란과 계월향|옥례기|낙동강은 흐르는가|맨발의 눈길|왕십리|아내|어제, 오늘 그리고 내일|왜 그랬던가|연화|속 연화|울지 않으리|아내들의 행진|증언|잡초|대추격|기생 오백화|삼국대협|명동 잔혹사|돌아온 자와 떠나야 할 자|명동 삼국지|둘째 어머니|요검|나를 더 이상 괴롭히지 마라|30년만의 대결|원한의 거리에 눈이 내린다|원한의 두 꼽추|속눈섭이 긴 여자|그 여자를 쫓아라|월하의 검|십오야|황야의 독수리|신세 좀 지자구요|번개칼|사나이 삼대|바람같은 사나이|풍운의 검객|나는 왕이다|빗속에 지다|십년세도(十年勢道)|망부석|두만강아 잘 있거라",송윤희,송윤희,송윤희,20112333.0,여자,감독,화장|하얀 정글|지하철 법정|오리엔테이션|정동진독립영화제2013 섹션5|제 7회 여성인권영화제-여전히 아무도 모른다 ,"안성기,김규리,김호정,박혜미,윤종호,이소정,이은경,안석환,연우진,김병춘,주현",안성기,오상무,10043371.0,남자,배우,"광화문|종이꽃|사자|인간, 공간, 시간 그리고 인간|청춘 합창단 - 또 하나의 꿈|사냥|필름시대사랑|트로트|제 7기사단|화장|신의 한 수|타워|현의 노래|영화판|페이스메이커|부러진 화살|7광구|바보야|페어러브|북극의 눈물|신기전|마이 뉴 파트너|화려한 휴가|묵공|라디오 스타|한반도|형사 Duelist|한국 영화의 르네상스|아라한 장풍대작전|실미도|미스터 레이디|피아노 치는 대통령|취화선|마리이야기|흑수선|무사|킬리만자로|진실게임|구멍|인정사정 볼 것 없다|미술관 옆 동물원|아름다운 시절|퇴마록|생과부 위자료 청구소송|이방인|박봉곤 가출사건|축제|잠자는 남자|헤어드레서|천재선언|말미잘|남자는 괴로워|영원한 제국|태백산맥|그 섬에 가고 싶다|투캅스|그대안의 블루|하얀전쟁|천국의 계단|열아홉의 절망끝에 부르는 하나의 사랑노래|베를린 리포트|누가 용의 발톱을 보았는가|꿈|남부군|개그맨|칠수와 만수|성공시대|안녕하세요 하나님|성 리수일뎐|기쁜 우리 젊은 날|달빛 사냥꾼|황진이|내시|이장호의 외인구단|겨울나그네|고래사냥2|어우동|깊고 깊은 그 곳에|깊고 푸른 밤|무릎과 무릎사이|그 해 겨울은 따뜻했네|고래사냥|적도의 꽃|철인들|풀잎처럼 눕다|안개마을|타인의 둥지|오염된 자식들|꼬방동네 사람들|낮은데로 임하소서|난장이가 쏘아올린 작은 공|만다라|어둠의 자식들|바람불어 좋은 날|우요일|야시|병사와 아가씨들|하녀|동행|주리|제3공작"
21.0,장수상회,20140703,2015.4.9,"8,737,364,643",1.0%,"8,737,364,643","1,165,780","1,165,780",688,"52,928",한국,한국,"(주)빅픽쳐,씨제이이앤엠(주)",씨제이이앤엠(주),12세이상관람가,"멜로/로맨스,드라마",1,강제규,강제규,10000854.0,남자,감독,"나쁜놈은 죽는다 무삭제 특별판|나쁜놈은 죽는다|장수상회|뷰티풀 2014|마이 웨이|태극기 휘날리며|블루|오버 더 레인보우|베사메무쵸|단적비연수|쉬리|지상만가|은행나무 침대|게임의 법칙|장미의 나날|공포특급|누가 용의 발톱을 보았는가|그래 가끔 하늘을 보자|보스턴 1947|민우씨 오는 날|제1회 안양국제청소년영화제 단편, 짧지만 길고 깊은 이야기1|그녀의 연기+민우씨오는날",이상현,이상현,이상현,20070071.0,남자,시나리오(각본),조작된 도시|시간이탈자|장수상회|돈 크라이 마미,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란,박경혜",박해빛나,구청여직원,20239046.0,여자,배우,재혼의 기술|장수상회
317.0,다이빙벨: 진실은 침몰하지 않습니다,20158943,2015.4.16,"2,209,000",0.0%,"2,209,000",300,300,4,58,한국,한국,"아시아프레스,(주)씨네포트",(주)시네마달,15세이상관람가,다큐멘터리,0,"이상호,안해룡",안해룡,10043984.0,남자,감독,"그날, 바다|다이빙벨: 진실은 침몰하지 않습니다|다이빙벨|나의 마음은 지지 않았다|아직도 아물지 않는 상처들",,,,,,,,이종인,이상호,이상호,20191566.0,남자,감독,대통령의 7시간|다이빙벨 그후|김광석|다이빙벨: 진실은 침몰하지 않습니다|다이빙벨
88.0,검은손,20157986,2015.4.16,"89,815,665",0.0%,"89,815,665","11,650","11,650",178,"2,572",한국,한국,골든타이드픽처스(주),(주)스톰픽쳐스코리아,청소년관람불가,공포(호러),1,박재식,박재식,10029120.0,남자,감독,검은손|외톨이,변혜주,변혜주,변혜주,20183910.0,여자,시나리오(각본),"당신, 거기 있어줄래요|간신|검은손|무서운 이야기 '콩쥐 팥쥐'","김성수,한고은,배그린,신정선,전현숙,서범석,한성아,이철민,유하복,차은재",김성수,,10004594.0,남자,배우,검은손|R2B: 리턴투베이스|뜨거운 것이 좋아|모노폴리|분홍신|맛있는 섹스 그리고 사랑|지구용사 벡터맨(사탄제국의 대역습)
251.0,미궁: 비밀애,20151801,2015.4.23,"2,642,000",0.0%,"2,642,000",513,513,20,47,한국,한국,(주)케이알씨지,(주)케이알씨지,청소년관람불가,"멜로/로맨스,스릴러",0,조조 히데오,조조 히데오,10066963.0,남자,감독,"나의 노예가 되어주세요 2|나의 노예가 되어주세요 3|시수옥:감금된 소녀들 파트2|시수옥:감금된 소녀들 파트1|가정교사 길들이기|유혹 : 내 아내의 비밀|인공지능 남자친구|맛색녀의 성적유희|부부교환: 바꿔서 해볼까?|동거녀의 달콤한 젤리|조건만남 : 불륜의 시작|의사와 간호사 불륜|미궁: 비밀애 무삭제 특별판|미궁: 비밀애|러브앤서울 복숭아마을 도색소동기 무삭제판|러브앤서울 복숭아마을 도색소동기|모모키야여관 포르노 촬영기|욕망의 트라이앵글|흑역사|누군가의 아내|트럭걸 나미|양키 아이돌|우리들의 격정|AV 아이돌|트럭걸마리|어린 에츠코의 고민|타나토스|에어섹스|실종, 어느날납치된소녀|여고생 간병인|트럭 운전사 나미 3 |옷장 속의 츠쿠시 짱|이케부쿠로 양키전쟁|이복자매-언니애인과의 황홀한 정사|불륜 고백 무삭제판|자매의 금지된 욕망|러브 앤 돌|힌코의 에로틱 망가|내가 원하는 남자|꽃은 밤에 피고-유리아|실화!정말있었던이야기|18禁 린코 2|18禁 린코|화끈하게 주는 젊은 애인|트럭 운전사 나미1|아오이 소라의 맛있는 사랑|나는 AV배우다 3|노예짱과 주인님군|나는 AV배우다 2|트럭 운전사 나미2|게이샤의 순정상실|음란한 게이샤|스시걸|네 이웃의 여자를 사랑하라|기네스 와이프|라멘걸|크림레몬-꿈꾼 후에 정사|여대생 살인기",조조 히데오,조조 히데오,조조 히데오,10066963.0,남자,감독,"나의 노예가 되어주세요 2|나의 노예가 되어주세요 3|시수옥:감금된 소녀들 파트2|시수옥:감금된 소녀들 파트1|가정교사 길들이기|유혹 : 내 아내의 비밀|인공지능 남자친구|맛색녀의 성적유희|부부교환: 바꿔서 해볼까?|동거녀의 달콤한 젤리|조건만남 : 불륜의 시작|의사와 간호사 불륜|미궁: 비밀애 무삭제 특별판|미궁: 비밀애|러브앤서울 복숭아마을 도색소동기 무삭제판|러브앤서울 복숭아마을 도색소동기|모모키야여관 포르노 촬영기|욕망의 트라이앵글|흑역사|누군가의 아내|트럭걸 나미|양키 아이돌|우리들의 격정|AV 아이돌|트럭걸마리|어린 에츠코의 고민|타나토스|에어섹스|실종, 어느날납치된소녀|여고생 간병인|트럭 운전사 나미 3 |옷장 속의 츠쿠시 짱|이케부쿠로 양키전쟁|이복자매-언니애인과의 황홀한 정사|불륜 고백 무삭제판|자매의 금지된 욕망|러브 앤 돌|힌코의 에로틱 망가|내가 원하는 남자|꽃은 밤에 피고-유리아|실화!정말있었던이야기|18禁 린코 2|18禁 린코|화끈하게 주는 젊은 애인|트럭 운전사 나미1|아오이 소라의 맛있는 사랑|나는 AV배우다 3|노예짱과 주인님군|나는 AV배우다 2|트럭 운전사 나미2|게이샤의 순정상실|음란한 게이샤|스시걸|네 이웃의 여자를 사랑하라|기네스 와이프|라멘걸|크림레몬-꿈꾼 후에 정사|여대생 살인기",김민기,김민기,,10004180.0,남자,배우,1급기밀|매너선생님|짓2: 붉은 낙타 무삭제판|짓2: 붉은 낙타|미궁: 비밀애 무삭제 특별판|미궁: 비밀애|나인틴 : 쉿! 상상금지!|오빠가 돌아왔다|7월 32일|만찬|그렇게 웃어주던 니가
