,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
645,2018-04-18,04관(SCREENX),"07:10,  램페이지(ScreenX),  6,000원",,"11:55,  램페이지(ScreenX),  7,000원","14:10,  램페이지(ScreenX),  8,000원","16:30,  램페이지(ScreenX),  9,000원","18:50,  램페이지(ScreenX),  9,000원","21:10,  램페이지(ScreenX),  9,000원","23:40,  램페이지(ScreenX),  8,000원","26:00,  램페이지(ScreenX),  7,000원",,,
646,2018-04-18,05관,"07:40,  내 이야기!!(디지털)","09:50,  레디 플레이어 원(디지털),  7,000원","12:40,  곤지암(디지털),  10,000원","14:50,  레디 플레이어 원(디지털),  11,000원","17:35,  그날, 바다(디지털),  11,000원","19:50,  콰이어트 플레이스(디지털),  11,000원","21:50,  그날, 바다(디지털),  11,000원","24:10,  레디 플레이어 원(디지털),  9,000원","27:00,  곤지암(디지털),  9,000원",,,
647,2018-04-18,06관,"07:30,  바람 바람 바람(디지털),  5,500원","09:40,  바람 바람 바람(디지털),  7,000원","11:45,  바람 바람 바람(디지털),  10,000원","14:00,  바람 바람 바람(디지털),  11,000원","16:10,  바람 바람 바람(디지털),  11,000원","18:20,  바람 바람 바람(디지털),  11,000원","20:30,  바람 바람 바람(디지털),  11,000원","22:50,  바람 바람 바람(디지털),  10,000원","25:00,  바람 바람 바람(디지털),  9,000원","27:10,  바람 바람 바람(디지털),  7,000원",,
648,2018-04-19,01관,"07:40,  곤지암(디지털),  7,000원","09:50,  레디 플레이어 원(디지털),  7,000원","12:40,  곤지암(디지털),  10,000원","14:45,  크리미널 스쿼드(디지털),  11,000원","17:20,  곤지암(디지털),  11,000원","19:30,  곤지암(디지털),  11,000원","21:30,  곤지암(디지털),  11,000원","23:30,  그날, 바다(디지털),  10,000원","25:45,  곤지암(디지털),  9,000원","27:45,  곤지암(디지털),  9,000원",,
649,2018-04-19,02관,"06:30,  나를 기억해(디지털)","08:45,  나를 기억해(디지털)","11:00,  나를 기억해(디지털),  9,000원","13:15,  나를 기억해(디지털),  11,000원","15:30,  나를 기억해(디지털),  11,000원","17:45,  나를 기억해(디지털),  11,000원","20:00,  나를 기억해(디지털),  11,000원","22:20,  나를 기억해(디지털),  10,000원","24:30,  나를 기억해(디지털),  9,000원","26:50,  나를 기억해(디지털),  8,000원",,
650,2018-04-19,03관,"08:30,  콰이어트 플레이스(디지털),  7,000원","10:30,  콰이어트 플레이스(디지털),  10,000원","12:30,  콰이어트 플레이스(디지털),  10,000원","14:25,  그날, 바다(디지털),  11,000원","16:40,  콰이어트 플레이스(디지털),  11,000원","18:40,  콰이어트 플레이스(디지털),  11,000원","20:40,  콰이어트 플레이스(디지털),  11,000원","22:40,  콰이어트 플레이스(디지털),  10,000원","24:40,  콰이어트 플레이스(디지털),  9,000원","26:35,  콰이어트 플레이스(디지털),  9,000원",,
651,2018-04-19,04관(SCREENX),"06:50,  크리미널 스쿼드(디지털),  7,000원","09:25,  크리미널 스쿼드(디지털),  7,000원","12:00,  램페이지(ScreenX),  7,000원","14:20,  램페이지(ScreenX),  8,000원","16:50,  램페이지(ScreenX),  9,000원","19:10,  바람 바람 바람(디지털),  11,000원","21:20,  그날, 바다(디지털),  11,000원","24:00,  곤지암(디지털),  9,000원","26:05,  크리미널 스쿼드(디지털),  9,000원","28:35,  곤지암(디지털),  9,000원",,
652,2018-04-19,05관,"08:00,  레디 플레이어 원(디지털),  7,000원","10:50,  레디 플레이어 원(디지털),  10,000원","13:40,  레디 플레이어 원(디지털),  11,000원","16:30,  레디 플레이어 원(디지털),  11,000원","19:20,  레디 플레이어 원(디지털),  11,000원","22:10,  레디 플레이어 원(디지털),  10,000원","25:00,  레디 플레이어 원(디지털),  9,000원","27:50,  레디 플레이어 원(디지털),  9,000원",,,,
653,2018-04-19,06관,"07:15,  바람 바람 바람(디지털),  7,000원","09:20,  그날, 바다(디지털),  7,000원","11:40,  바람 바람 바람(디지털),  10,000원","13:50,  바람 바람 바람(디지털),  11,000원","16:00,  바람 바람 바람(디지털),  11,000원","18:10,  레디 플레이어 원(디지털),  11,000원","21:00,  바람 바람 바람(디지털),  11,000원","23:10,  바람 바람 바람(디지털),  10,000원","25:20,  바람 바람 바람(디지털),  10,000원","27:30,  콰이어트 플레이스(디지털),  9,000원",,
654,2018-04-20,01관,"07:10,  곤지암(디지털)","09:20,  레디 플레이어 원(디지털),  10,000원","12:10,  곤지암(디지털),  12,000원","14:15,  크리미널 스쿼드(디지털),  12,000원","16:45,  그날, 바다(디지털),  12,000원","19:00,  곤지암(디지털),  12,000원","21:05,  곤지암(디지털),  12,000원","23:10,  그날, 바다(디지털),  12,000원","25:25,  곤지암(디지털),  10,000원","27:35,  레디 플레이어 원(디지털),  10,000원",,
655,2018-04-20,02관,"06:50,  나를 기억해(디지털),  8,000원","09:00,  그날, 바다(디지털),  8,000원","11:20,  나를 기억해(디지털),  12,000원","13:35,  나를 기억해(디지털),  12,000원","15:50,  나를 기억해(디지털),  12,000원","18:05,  나를 기억해(디지털),  12,000원","20:20,  나를 기억해(디지털),  12,000원","22:35,  나를 기억해(디지털),  12,000원","24:50,  나를 기억해(디지털),  10,000원","27:05,  나를 기억해(디지털),  10,000원",,
656,2018-04-20,03관,"06:30,  콰이어트 플레이스(디지털),  8,000원","08:30,  콰이어트 플레이스(디지털),  8,000원","10:30,  콰이어트 플레이스(디지털),  12,000원","12:30,  콰이어트 플레이스(디지털),  12,000원","14:30,  콰이어트 플레이스(디지털),  12,000원","16:30,  콰이어트 플레이스(디지털),  12,000원","18:30,  콰이어트 플레이스(디지털),  12,000원","20:30,  콰이어트 플레이스(디지털),  12,000원","22:25,  콰이어트 플레이스(디지털),  12,000원","24:30,  콰이어트 플레이스(디지털),  10,000원","26:30,  곤지암(디지털),  10,000원","28:30,  콰이어트 플레이스(디지털),  10,000원"
657,2018-04-20,04관(SCREENX),"07:40,  크리미널 스쿼드(디지털),  8,000원","10:10,  크리미널 스쿼드(디지털),  12,000원","12:45,  램페이지(ScreenX),  10,000원","15:05,  램페이지(ScreenX),  10,000원","17:35,  램페이지(ScreenX),  10,000원","19:55,  레디 플레이어 원(디지털),  12,000원","22:45,  크리미널 스쿼드(디지털),  12,000원","25:20,  레디 플레이어 원(디지털),  10,000원","28:10,  크리미널 스쿼드(디지털),  8,000원",,,
658,2018-04-20,05관,"07:30,  레디 플레이어 원(디지털),  8,000원","10:20,  레디 플레이어 원(디지털),  12,000원","13:10,  레디 플레이어 원(디지털),  12,000원","16:00,  레디 플레이어 원(디지털),  12,000원","18:50,  레디 플레이어 원(디지털),  12,000원","21:35,  레디 플레이어 원(디지털),  12,000원","24:20,  레디 플레이어 원(디지털),  10,000원",,,,,
659,2018-04-20,06관,"08:40,  바람 바람 바람(디지털),  8,000원","10:50,  바람 바람 바람(디지털),  12,000원","13:00,  그날, 바다(디지털),  11,000원","15:15,  바람 바람 바람(디지털),  12,000원","17:25,  바람 바람 바람(디지털),  12,000원","19:35,  바람 바람 바람(디지털),  12,000원","21:45,  바람 바람 바람(디지털),  12,000원","24:00,  바람 바람 바람(디지털),  12,000원","26:10,  콰이어트 플레이스(디지털),  10,000원","28:20,  바람 바람 바람(디지털),  8,000원",,
660,2018-04-21,01관,"07:00,  레디 플레이어 원(디지털),  8,000원","09:50,  곤지암(디지털),  8,000원","11:55,  그날, 바다(디지털),  12,000원","14:10,  크리미널 스쿼드(디지털),  12,000원","16:45,  곤지암(디지털),  12,000원","18:50,  레디 플레이어 원(디지털),  12,000원","21:50,  곤지암(디지털),  12,000원","24:10,  그날, 바다(디지털),  10,000원","26:25,  곤지암(디지털),  10,000원","28:30,  나를 기억해(디지털),  10,000원",,
661,2018-04-21,02관,"06:30,  나를 기억해(디지털),  8,000원","08:45,  그날, 바다(디지털),  8,000원","11:05,  나를 기억해(디지털),  12,000원","13:20,  나를 기억해(디지털),  12,000원","15:40,  나를 기억해(디지털),  12,000원","17:55,  나를 기억해(디지털),  12,000원","20:10,  나를 기억해(디지털),  12,000원","22:20,  나를 기억해(디지털),  12,000원","24:30,  나를 기억해(디지털),  10,000원","26:40,  나를 기억해(디지털),  10,000원","28:50,  곤지암(디지털),  10,000원",
662,2018-04-21,03관,"07:30,  콰이어트 플레이스(디지털),  8,000원","09:30,  콰이어트 플레이스(디지털),  8,000원","11:30,  콰이어트 플레이스(디지털),  12,000원","13:30,  콰이어트 플레이스(디지털),  12,000원","15:30,  콰이어트 플레이스(디지털),  12,000원","17:30,  콰이어트 플레이스(디지털),  12,000원","19:30,  콰이어트 플레이스(디지털),  12,000원","21:30,  콰이어트 플레이스(디지털),  12,000원","23:30,  콰이어트 플레이스(디지털),  12,000원","25:30,  바람 바람 바람(디지털),  10,000원","27:40,  콰이어트 플레이스(디지털),  10,000원",
663,2018-04-21,04관(SCREENX),"07:50,  크리미널 스쿼드(디지털),  8,000원","10:20,  크리미널 스쿼드(디지털),  11,000원","12:55,  램페이지(ScreenX),  10,000원","15:15,  램페이지(ScreenX),  10,000원","17:35,  램페이지(ScreenX),  10,000원","19:55,  램페이지(ScreenX),  10,000원","22:10,  크리미널 스쿼드(디지털),  12,000원","24:40,  레디 플레이어 원(디지털),  10,000원","27:30,  크리미널 스쿼드(디지털),  6,000원",,,
664,2018-04-21,05관,"09:00,  레디 플레이어 원(디지털),  8,000원","11:50,  레디 플레이어 원(디지털),  12,000원","14:40,  레디 플레이어 원(디지털),  12,000원","17:30,  레디 플레이어 원(디지털),  12,000원","20:20,  레디 플레이어 원(디지털),  12,000원","23:20,  레디 플레이어 원(디지털),  12,000원","26:10,  레디 플레이어 원(디지털),  10,000원",,,,,
665,2018-04-21,06관,"08:00,  바람 바람 바람(디지털),  8,000원","10:10,  바람 바람 바람(디지털),  12,000원","12:20,  바람 바람 바람(디지털),  12,000원","14:30,  그날, 바다(디지털),  12,000원","16:45,  바람 바람 바람(디지털),  12,000원","18:55,  바람 바람 바람(디지털),  12,000원","21:05,  바람 바람 바람(디지털),  12,000원","23:15,  바람 바람 바람(디지털),  12,000원","25:25,  콰이어트 플레이스(디지털),  10,000원","27:25,  바람 바람 바람(디지털),  10,000원",,
666,2018-04-22,01관,"08:30,  곤지암(디지털),  8,000원","10:40,  레디 플레이어 원(디지털),  12,000원","13:30,  곤지암(디지털),  12,000원","15:35,  크리미널 스쿼드(디지털),  12,000원","18:10,  곤지암(디지털),  12,000원","20:15,  곤지암(디지털),  12,000원","22:20,  그날, 바다(디지털),  12,000원","24:35,  곤지암(디지털),  10,000원",,,,
667,2018-04-22,02관,"07:20,  나를 기억해(디지털)","09:35,  나를 기억해(디지털),  9,000원","11:50,  나를 기억해(디지털),  12,000원","14:05,  나를 기억해(디지털),  12,000원","16:20,  나를 기억해(디지털),  12,000원","18:35,  나를 기억해(디지털),  12,000원","20:50,  나를 기억해(디지털),  12,000원","23:05,  나를 기억해(디지털),  12,000원","25:20,  나를 기억해(디지털),  10,000원",,,
668,2018-04-22,03관,"06:40,  콰이어트 플레이스(디지털),  8,000원","08:40,  콰이어트 플레이스(디지털),  8,000원","10:40,  콰이어트 플레이스(디지털),  12,000원","12:35,  그날, 바다(디지털),  12,000원","14:50,  콰이어트 플레이스(디지털),  12,000원","16:50,  콰이어트 플레이스(디지털),  12,000원","18:50,  콰이어트 플레이스(디지털),  12,000원","20:50,  콰이어트 플레이스(디지털),  12,000원","22:50,  콰이어트 플레이스(디지털),  12,000원","24:50,  콰이어트 플레이스(디지털),  10,000원",,
669,2018-04-22,04관(SCREENX),"07:30,  크리미널 스쿼드(디지털),  8,000원","10:00,  크리미널 스쿼드(디지털),  8,000원","12:35,  램페이지(ScreenX),  10,000원","15:00,  램페이지(ScreenX),  10,000원","17:20,  램페이지(ScreenX),  10,000원","19:40,  램페이지(ScreenX),  10,000원","22:00,  크리미널 스쿼드(디지털),  12,000원","24:35,  크리미널 스쿼드(디지털),  9,000원","27:10,  바람 바람 바람(디지털),  10,000원",,,
670,2018-04-22,05관,"06:30,  레디 플레이어 원(디지털),  8,000원","09:20,  레디 플레이어 원(디지털),  8,000원","12:10,  레디 플레이어 원(디지털),  12,000원","15:10,  레디 플레이어 원(디지털),  12,000원","18:00,  레디 플레이어 원(디지털),  12,000원","21:00,  레디 플레이어 원(디지털),  12,000원","24:00,  레디 플레이어 원(디지털),  12,000원","26:50,  레디 플레이어 원(디지털),  10,000원",,,,
671,2018-04-22,06관,"08:00,  바람 바람 바람(디지털),  5,000원","10:10,  그날, 바다(디지털),  12,000원","12:25,  바람 바람 바람(디지털),  12,000원","14:35,  바람 바람 바람(디지털),  12,000원","16:45,  바람 바람 바람(디지털),  12,000원","18:55,  바람 바람 바람(디지털),  12,000원","21:05,  바람 바람 바람(디지털),  12,000원","23:15,  바람 바람 바람(디지털),  12,000원","25:25,  바람 바람 바람(디지털),  10,000원","27:35,  그날, 바다(디지털),  10,000원",,
672,2018-04-23,01관,"08:50,  곤지암(디지털)","11:00,  레디 플레이어 원(디지털),  10,000원","13:50,  곤지암(디지털),  11,000원","15:50,  크리미널 스쿼드(디지털),  10,000원","18:30,  콰이어트 플레이스(디지털),  11,000원","20:30,  바람 바람 바람(디지털),  10,000원","22:40,  곤지암(디지털),  10,000원","24:45,  곤지암(디지털),  9,000원","27:00,  바람 바람 바람(디지털),  9,000원",,,
673,2018-04-23,02관,"09:10,  바람 바람 바람(디지털)","11:20,  바람 바람 바람(디지털),  10,000원","13:40,  그날, 바다(디지털),  11,000원","16:00,  바람 바람 바람(디지털),  11,000원","18:10,  바람 바람 바람(디지털),  11,000원","20:20,  그날, 바다(디지털),  10,000원","22:50,  바람 바람 바람(디지털),  10,000원","25:00,  바람 바람 바람(디지털),  8,500원",,,,
674,2018-04-23,03관,"07:30,  콰이어트 플레이스(디지털),  7,000원","09:30,  콰이어트 플레이스(디지털),  7,000원","11:30,  콰이어트 플레이스(디지털),  10,000원","13:30,  콰이어트 플레이스(디지털),  10,000원","15:30,  콰이어트 플레이스(디지털),  11,000원","17:30,  콰이어트 플레이스(디지털),  11,000원","19:30,  콰이어트 플레이스(디지털),  11,000원","21:30,  콰이어트 플레이스(디지털),  11,000원","23:35,  콰이어트 플레이스(디지털),  10,000원","25:30,  콰이어트 플레이스(디지털),  10,000원",,
675,2018-04-23,04관(SCREENX),"07:10,  크리미널 스쿼드(디지털),  7,000원","09:50,  그날, 바다(디지털),  7,000원","12:05,  램페이지(ScreenX),  7,000원","14:20,  램페이지(ScreenX),  8,000원","16:35,  램페이지(ScreenX),  9,000원","18:55,  램페이지(ScreenX),  9,000원","21:15,  크리미널 스쿼드(디지털),  10,000원","24:05,  그날, 바다(디지털),  10,000원","26:30,  콰이어트 플레이스(디지털),  9,000원",,,
676,2018-04-23,05관,"06:30,  레디 플레이어 원(디지털)","09:20,  레디 플레이어 원(디지털),  7,000원","12:15,  레디 플레이어 원(디지털),  8,000원","15:00,  레디 플레이어 원(디지털),  11,000원","17:50,  레디 플레이어 원(디지털),  11,000원","20:50,  레디 플레이어 원(디지털),  11,000원","24:00,  레디 플레이어 원(디지털),  10,000원","26:50,  레디 플레이어 원(디지털),  9,000원",,,,
677,2018-04-23,06관,"08:00,  나를 기억해(디지털)","10:15,  나를 기억해(디지털),  10,000원","12:30,  나를 기억해(디지털),  9,000원","14:45,  나를 기억해(디지털),  10,000원","17:00,  나를 기억해(디지털),  11,000원","19:10,  나를 기억해(디지털),  11,000원","21:20,  나를 기억해(디지털),  11,000원","23:30,  나를 기억해(디지털),  10,000원","25:40,  나를 기억해(디지털),  8,000원","27:50,  나를 기억해(디지털),  9,000원",,
678,2018-04-24,01관,"07:40,  곤지암(디지털),  7,000원","09:50,  레디 플레이어 원(디지털),  7,000원","12:40,  곤지암(디지털),  10,000원","14:50,  크리미널 스쿼드(디지털),  11,000원","17:30,  콰이어트 플레이스(디지털),  11,000원","19:40,  레디 플레이어 원(디지털),  11,000원","22:40,  곤지암(디지털),  10,000원","24:45,  곤지암(디지털),  9,000원","26:50,  레디 플레이어 원(디지털),  9,000원",,,
679,2018-04-24,02관,"08:20,  바람 바람 바람(디지털),  7,000원","10:40,  바람 바람 바람(디지털),  10,000원","12:50,  그날, 바다(디지털),  10,000원","15:05,  바람 바람 바람(디지털),  11,000원","17:15,  바람 바람 바람(디지털),  11,000원","19:20,  바람 바람 바람(디지털),  11,000원","21:40,  그날, 바다(디지털),  11,000원","24:00,  바람 바람 바람(디지털),  10,000원","26:10,  바람 바람 바람(디지털),  9,000원",,,
680,2018-04-24,03관,"06:30,  콰이어트 플레이스(디지털)","08:30,  콰이어트 플레이스(디지털),  7,000원","10:30,  콰이어트 플레이스(디지털),  10,000원","12:30,  콰이어트 플레이스(디지털),  10,000원","14:30,  콰이어트 플레이스(디지털),  11,000원","16:30,  콰이어트 플레이스(디지털),  11,000원","18:30,  콰이어트 플레이스(디지털),  11,000원","20:30,  콰이어트 플레이스(디지털),  11,000원","22:30,  콰이어트 플레이스(디지털),  9,000원","24:30,  콰이어트 플레이스(디지털),  9,000원","26:35,  콰이어트 플레이스(디지털),  9,000원",
681,2018-04-24,04관(SCREENX),"07:00,  크리미널 스쿼드(디지털),  7,000원","09:30,  그날, 바다(디지털),  7,000원","11:45,  램페이지(ScreenX),  7,000원","14:00,  램페이지(ScreenX),  8,000원","16:15,  램페이지(ScreenX),  9,000원","18:40,  램페이지(ScreenX),  9,000원","21:10,  크리미널 스쿼드(디지털),  11,000원","24:05,  그날, 바다(디지털),  8,000원","26:20,  나를 기억해(디지털),  9,000원",,,
682,2018-04-24,05관,"08:10,  레디 플레이어 원(디지털),  7,000원","11:00,  레디 플레이어 원(디지털),  9,000원","13:50,  레디 플레이어 원(디지털),  11,000원","16:40,  레디 플레이어 원(디지털),  11,000원","19:30,  당갈(디지털),  9,000원","22:50,  레디 플레이어 원(디지털),  10,000원","25:40,  레디 플레이어 원(디지털),  10,000원",,,,,
683,2018-04-24,06관,"07:25,  나를 기억해(디지털),  7,000원","09:40,  나를 기억해(디지털),  7,000원","11:55,  나를 기억해(디지털),  10,000원","14:10,  나를 기억해(디지털),  11,000원","16:20,  나를 기억해(디지털),  11,000원","18:50,  나를 기억해(디지털),  11,000원","21:00,  나를 기억해(디지털),  11,000원","23:15,  나를 기억해(디지털),  10,000원","25:30,  나를 기억해(디지털),  9,000원","27:45,  콰이어트 플레이스(디지털),  9,000원",,
684,2018-04-25,01관,"08:00,  어벤져스: 인피니티 워(디지털),  9,000원","11:00,  어벤져스: 인피니티 워(디지털),  10,000원","14:00,  어벤져스: 인피니티 워(디지털),  11,000원","17:00,  어벤져스: 인피니티 워(디지털),  9,000원","20:00,  어벤져스: 인피니티 워(디지털),  9,000원","23:00,  어벤져스: 인피니티 워(디지털),  10,000원","26:00,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
685,2018-04-25,02관,"07:50,  그날, 바다(디지털)","10:15,  어벤져스: 인피니티 워(3D 디지털),  11,000원","13:15,  어벤져스: 인피니티 워(3D 디지털),  12,000원","16:15,  어벤져스: 인피니티 워(3D 디지털),  13,000원","19:15,  어벤져스: 인피니티 워(3D 디지털),  13,000원","22:15,  어벤져스: 인피니티 워(3D 디지털),  12,000원","25:15,  어벤져스: 인피니티 워(3D 디지털),  11,000원","28:15,  어벤져스: 인피니티 워(3D 디지털),  11,000원",,,,
686,2018-04-25,03관,"08:35,  어벤져스: 인피니티 워(디지털),  7,000원","11:35,  어벤져스: 인피니티 워(디지털),  10,000원","14:35,  어벤져스: 인피니티 워(디지털),  11,000원","17:35,  어벤져스: 인피니티 워(디지털),  8,000원","20:35,  어벤져스: 인피니티 워(디지털),  9,000원","23:35,  어벤져스: 인피니티 워(디지털),  10,000원","26:35,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
687,2018-04-25,04관(SCREENX),"07:00,  콰이어트 플레이스(디지털),  7,000원","09:00,  어벤져스: 인피니티 워(디지털),  7,000원","12:00,  어벤져스: 인피니티 워(디지털),  10,000원","15:00,  어벤져스: 인피니티 워(디지털),  11,000원","18:00,  어벤져스: 인피니티 워(디지털),  8,000원","21:00,  어벤져스: 인피니티 워(디지털),  10,000원","24:00,  어벤져스: 인피니티 워(디지털),  10,000원","27:00,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
688,2018-04-25,05관,"07:10,  나를 기억해(디지털)","09:30,  어벤져스: 인피니티 워(디지털),  10,000원","12:30,  어벤져스: 인피니티 워(디지털),  10,000원","15:30,  어벤져스: 인피니티 워(디지털),  11,000원","18:30,  어벤져스: 인피니티 워(디지털),  9,000원","21:30,  어벤져스: 인피니티 워(디지털),  11,000원","24:30,  어벤져스: 인피니티 워(디지털),  9,000원","27:30,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
689,2018-04-25,06관,"06:40,  램페이지(디지털),  7,000원","08:55,  그날, 바다(디지털),  7,000원","11:15,  램페이지(디지털),  10,000원","13:35,  그날, 바다(디지털),  11,000원","15:55,  램페이지(디지털),  11,000원","18:15,  콰이어트 플레이스(디지털),  8,000원","20:20,  그날, 바다(디지털),  8,000원","22:40,  콰이어트 플레이스(디지털),  10,000원","24:40,  램페이지(디지털),  9,000원","26:55,  콰이어트 플레이스(디지털),  9,000원",,
690,2018-04-26,01관,"06:50,  콰이어트 플레이스(디지털),  7,000원","08:55,  어벤져스: 인피니티 워(디지털),  10,000원","11:55,  어벤져스: 인피니티 워(디지털),  10,000원","14:55,  어벤져스: 인피니티 워(디지털),  11,000원","17:55,  어벤져스: 인피니티 워(디지털),  11,000원","20:55,  어벤져스: 인피니티 워(디지털),  11,000원","24:00,  어벤져스: 인피니티 워(디지털),  10,000원","26:55,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
691,2018-04-26,02관,"08:20,  어벤져스: 인피니티 워(디지털),  8,000원","11:20,  어벤져스: 인피니티 워(디지털),  10,000원","14:20,  어벤져스: 인피니티 워(디지털),  11,000원","17:20,  어벤져스: 인피니티 워(디지털),  11,000원","20:20,  어벤져스: 인피니티 워(디지털),  11,000원","23:20,  어벤져스: 인피니티 워(디지털),  10,000원","26:20,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
692,2018-04-26,03관,"06:30,  어벤져스: 인피니티 워(디지털),  7,000원","09:30,  어벤져스: 인피니티 워(디지털),  9,000원","12:30,  어벤져스: 인피니티 워(디지털),  10,000원","15:30,  어벤져스: 인피니티 워(디지털),  11,000원","18:30,  어벤져스: 인피니티 워(디지털),  11,000원","21:30,  어벤져스: 인피니티 워(디지털),  11,000원","24:30,  어벤져스: 인피니티 워(디지털),  9,000원","27:30,  어벤져스: 인피니티 워(디지털),  9,000원",,,,
693,2018-04-26,04관(SCREENX),"07:10,  어벤져스: 인피니티 워(3D 디지털),  9,000원","10:10,  어벤져스: 인피니티 워(3D 디지털),  11,000원","13:10,  어벤져스: 인피니티 워(3D 디지털),  12,000원","16:05,  어벤져스: 인피니티 워(3D 디지털),  13,000원","19:00,  어벤져스: 인피니티 워(디지털),  9,000원","22:10,  어벤져스: 인피니티 워(3D 디지털),  12,000원","25:10,  어벤져스: 인피니티 워(3D 디지털),  11,000원",,,,,
694,2018-04-26,05관,"07:45,  어벤져스: 인피니티 워(디지털),  7,000원","10:45,  어벤져스: 인피니티 워(디지털),  10,000원","15:10,  어벤져스: 인피니티 워(디지털),  8,000원","18:05,  콰이어트 플레이스(디지털),  11,000원","20:00,  어벤져스: 인피니티 워(디지털),  11,000원","22:55,  어벤져스: 인피니티 워(디지털),  10,000원","25:50,  어벤져스: 인피니티 워(디지털),  9,000원",,,,,
695,2018-04-26,06관,"07:20,  그날, 바다(디지털)","09:40,  램페이지(디지털),  9,000원","11:55,  콰이어트 플레이스(디지털),  10,000원","13:50,  어벤져스: 인피니티 워(디지털),  11,000원","16:45,  그날, 바다(디지털),  11,000원","19:05,  램페이지(디지털),  11,000원","21:20,  콰이어트 플레이스(디지털),  11,000원","23:40,  어벤져스: 인피니티 워(디지털),  10,000원","26:40,  그날, 바다(디지털),  8,000원",,,
696,2018-04-27,01관,"08:20,  어벤져스: 인피니티 워(디지털),  9,000원","11:20,  어벤져스: 인피니티 워(디지털),  12,000원","14:20,  어벤져스: 인피니티 워(디지털),  12,000원","17:20,  어벤져스: 인피니티 워(디지털),  12,000원","20:20,  어벤져스: 인피니티 워(디지털),  12,000원","23:20,  어벤져스: 인피니티 워(디지털),  12,000원","26:20,  어벤져스: 인피니티 워(디지털),  10,000원",,,,,
697,2018-04-27,02관,"07:10,  어벤져스: 인피니티 워(디지털),  8,000원","10:10,  어벤져스: 인피니티 워(디지털),  12,000원","13:10,  어벤져스: 인피니티 워(디지털),  12,000원","16:10,  어벤져스: 인피니티 워(디지털),  12,000원","19:10,  어벤져스: 인피니티 워(디지털),  12,000원","22:10,  어벤져스: 인피니티 워(디지털),  12,000원","25:10,  어벤져스: 인피니티 워(디지털),  10,000원","28:10,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
698,2018-04-27,03관,"07:45,  어벤져스: 인피니티 워(디지털),  8,000원","10:45,  어벤져스: 인피니티 워(디지털),  12,000원","13:45,  어벤져스: 인피니티 워(디지털),  12,000원","16:45,  어벤져스: 인피니티 워(디지털),  12,000원","19:45,  어벤져스: 인피니티 워(디지털),  12,000원","22:45,  어벤져스: 인피니티 워(디지털),  12,000원","25:45,  어벤져스: 인피니티 워(디지털),  10,000원","28:45,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
699,2018-04-27,04관(SCREENX),"06:50,  콰이어트 플레이스(디지털),  8,000원","08:55,  어벤져스: 인피니티 워(3D 디지털),  10,000원","11:55,  어벤져스: 인피니티 워(3D 디지털),  14,000원","14:55,  어벤져스: 인피니티 워(3D 디지털),  14,000원","17:55,  어벤져스: 인피니티 워(3D 디지털),  14,000원","20:55,  어벤져스: 인피니티 워(3D 디지털),  14,000원","23:55,  어벤져스: 인피니티 워(3D 디지털),  14,000원","26:55,  어벤져스: 인피니티 워(3D 디지털),  13,000원",,,,
700,2018-04-27,05관,"06:30,  어벤져스: 인피니티 워(디지털),  9,000원","09:30,  어벤져스: 인피니티 워(디지털),  10,000원","12:30,  어벤져스: 인피니티 워(디지털),  12,000원","15:30,  어벤져스: 인피니티 워(디지털),  12,000원","18:30,  어벤져스: 인피니티 워(디지털),  12,000원","21:30,  어벤져스: 인피니티 워(디지털),  12,000원","24:30,  어벤져스: 인피니티 워(디지털),  10,000원","27:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
701,2018-04-27,06관,"08:00,  램페이지(디지털),  8,000원","10:20,  그날, 바다(디지털),  12,000원","12:40,  램페이지(디지털),  12,000원","15:05,  그날, 바다(디지털),  12,000원","17:30,  콰이어트 플레이스(디지털),  12,000원","19:30,  그날, 바다(디지털),  12,000원","21:50,  콰이어트 플레이스(디지털),  12,000원","24:50,  어벤져스: 인피니티 워(디지털),  10,000원","27:50,  어벤져스: 인피니티 워(디지털),  10,000원",,,
702,2018-04-28,01관,"06:30,  어벤져스: 인피니티 워(디지털),  9,000원","09:30,  어벤져스: 인피니티 워(디지털),  8,000원","12:30,  어벤져스: 인피니티 워(디지털),  12,000원","15:30,  어벤져스: 인피니티 워(디지털),  12,000원","18:30,  어벤져스: 인피니티 워(디지털),  12,000원","21:30,  어벤져스: 인피니티 워(디지털),  12,000원","24:30,  어벤져스: 인피니티 워(디지털),  10,000원","27:30,  어벤져스: 인피니티 워(디지털),  10,000원",,,,
