,상영일자,상영관,1회,2회,3회,4회,5회,6회,7회,8회,9회,10회,11회,12회
2000,2018-11-30,03관,"08:00,  보헤미안 랩소디(디지털),  8,000원","10:45,  보헤미안 랩소디(디지털),  12,000원","13:30,  보헤미안 랩소디(디지털),  12,000원","16:15,  보헤미안 랩소디(디지털),  12,000원","19:00,  보헤미안 랩소디(디지털),  12,000원","21:45,  보헤미안 랩소디(디지털),  12,000원","24:30,  보헤미안 랩소디(디지털),  10,000원","27:15,  보헤미안 랩소디(디지털),  10,000원",,,,
2001,2018-11-30,04관(SCREENX),"06:45,  보헤미안 랩소디(ScreenX),  7,000원","09:30,  보헤미안 랩소디(ScreenX),  6,000원","12:15,  보헤미안 랩소디(ScreenX),  10,000원","15:00,  보헤미안 랩소디(ScreenX),  10,000원","17:45,  보헤미안 랩소디(ScreenX),  10,000원","20:30,  보헤미안 랩소디(ScreenX),  10,000원","23:15,  보헤미안 랩소디(ScreenX),  10,000원","26:00,  보헤미안 랩소디(ScreenX),  9,000원","28:45,  보헤미안 랩소디(ScreenX),  9,000원",,,
2002,2018-11-30,05관,"07:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  8,000원","10:30,  번 더 스테이지: 더 무비(디지털),  12,000원","12:25,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","15:10,  번 더 스테이지: 더 무비(디지털),  0원","17:30,  번 더 스테이지: 더 무비(디지털),  11,000원","19:25,  국가부도의 날(디지털),  12,000원","21:50,  국가부도의 날(디지털),  12,000원","24:15,  국가부도의 날(디지털),  10,000원","26:40,  국가부도의 날(디지털),  10,000원",,,
2003,2018-11-30,06관,"08:10,  성난황소(디지털),  8,000원","10:35,  일곱 개의 대죄 : 천공의 포로(디지털)","12:45,  일곱 개의 대죄 : 천공의 포로(디지털),  12,000원","14:55,  툴리(디지털),  7,000원","17:00,  번 더 스테이지: 더 무비(디지털),  11,000원","18:55,  나츠메 우인장: 세상과 연을 맺다(디지털),  12,000원","21:10,  완벽한 타인(디지털),  12,000원","23:35,  성난황소(디지털),  12,000원","26:00,  성난황소(디지털),  10,000원","28:25,  성난황소(디지털),  10,000원",,
2004,2018-12-01,01관,"07:50,  국가부도의 날(디지털),  8,000원","10:15,  국가부도의 날(디지털),  12,000원","12:40,  국가부도의 날(디지털),  12,000원","15:05,  국가부도의 날(디지털),  12,000원","17:30,  국가부도의 날(디지털),  12,000원","19:55,  국가부도의 날(디지털),  12,000원","22:20,  국가부도의 날(디지털),  12,000원","24:45,  국가부도의 날(디지털),  10,000원","27:10,  국가부도의 날(디지털),  10,000원",,,
2005,2018-12-01,02관,"06:30,  후드(디지털),  8,000원","08:55,  후드(디지털),  8,000원","11:20,  후드(디지털),  12,000원","13:45,  일곱 개의 대죄 : 천공의 포로(디지털),  12,000원","15:55,  일곱 개의 대죄 : 천공의 포로(디지털),  12,000원","18:05,  후드(디지털),  12,000원","20:30,  후드(디지털),  12,000원","22:55,  후드(디지털),  12,000원","25:20,  완벽한 타인(디지털),  10,000원","27:50,  성난황소(디지털),  10,000원",,
2006,2018-12-01,03관,"06:45,  보헤미안 랩소디(디지털),  8,000원","09:30,  보헤미안 랩소디(디지털),  10,000원","12:15,  보헤미안 랩소디(디지털),  12,000원","15:00,  보헤미안 랩소디(디지털),  12,000원","17:45,  보헤미안 랩소디(디지털),  12,000원","20:35,  보헤미안 랩소디(디지털),  12,000원","23:20,  보헤미안 랩소디(디지털),  12,000원","26:05,  보헤미안 랩소디(디지털),  10,000원","28:50,  보헤미안 랩소디(디지털),  10,000원",,,
2007,2018-12-01,04관(SCREENX),"08:30,  보헤미안 랩소디(ScreenX),  7,000원","11:15,  보헤미안 랩소디(ScreenX),  10,000원","14:00,  보헤미안 랩소디(ScreenX),  10,000원","16:45,  보헤미안 랩소디(ScreenX),  10,000원","19:30,  보헤미안 랩소디(ScreenX),  10,000원","22:15,  보헤미안 랩소디(ScreenX),  10,000원","25:00,  보헤미안 랩소디(ScreenX),  9,000원","27:45,  보헤미안 랩소디(ScreenX),  9,000원",,,,
2008,2018-12-01,05관,"07:15,  번 더 스테이지: 더 무비(디지털),  8,000원","09:05,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","11:50,  번 더 스테이지: 더 무비(디지털),  12,000원","13:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","16:25,  번 더 스테이지: 더 무비(디지털),  12,000원","18:20,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","21:05,  국가부도의 날(디지털),  12,000원","23:30,  국가부도의 날(디지털),  12,000원","25:55,  국가부도의 날(디지털),  10,000원","28:20,  국가부도의 날(디지털),  10,000원",,
2009,2018-12-01,06관,"07:30,  성난황소(디지털),  8,000원","10:00,  번 더 스테이지: 더 무비(디지털),  10,000원","12:05,  성난황소(디지털),  12,000원","14:30,  툴리(디지털),  7,000원","16:35,  후드(디지털),  12,000원","19:00,  완벽한 타인(디지털),  12,000원","21:30,  성난황소(디지털),  12,000원","24:00,  완벽한 타인(디지털),  12,000원","27:00,  보헤미안 랩소디(디지털),  10,000원",,,
2010,2018-12-02,01관,"07:15,  국가부도의 날(디지털),  10,000원","09:35,  국가부도의 날(디지털),  10,000원","12:00,  국가부도의 날(디지털),  12,000원","14:25,  국가부도의 날(디지털),  12,000원","16:50,  국가부도의 날(디지털),  11,000원","19:20,  국가부도의 날(디지털),  12,000원","21:45,  국가부도의 날(디지털),  12,000원","24:10,  국가부도의 날(디지털),  10,000원","26:35,  국가부도의 날(디지털),  10,000원",,,
2011,2018-12-02,02관,"07:45,  후드(디지털),  8,000원","10:10,  후드(디지털),  12,000원","12:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","15:25,  후드(디지털),  12,000원","17:50,  일곱 개의 대죄 : 천공의 포로(디지털),  12,000원","20:00,  후드(디지털),  12,000원","22:35,  보헤미안 랩소디(디지털),  12,000원","25:25,  보헤미안 랩소디(디지털),  10,000원",,,,
2012,2018-12-02,03관,"08:15,  보헤미안 랩소디(디지털),  10,000원","10:55,  보헤미안 랩소디(디지털),  12,000원","13:40,  보헤미안 랩소디(디지털),  12,000원","16:25,  보헤미안 랩소디(디지털),  12,000원","19:10,  보헤미안 랩소디(디지털),  12,000원","21:55,  보헤미안 랩소디(디지털),  12,000원","24:40,  보헤미안 랩소디(디지털),  10,000원","27:25,  보헤미안 랩소디(디지털),  10,000원",,,,
2013,2018-12-02,04관(SCREENX),"07:00,  보헤미안 랩소디(ScreenX),  7,000원","09:45,  보헤미안 랩소디(ScreenX),  7,000원","12:30,  보헤미안 랩소디(ScreenX),  10,000원","15:15,  보헤미안 랩소디(ScreenX),  10,000원","18:00,  보헤미안 랩소디(ScreenX),  10,000원","20:50,  보헤미안 랩소디(ScreenX),  10,000원","23:35,  보헤미안 랩소디(ScreenX),  10,000원","26:20,  보헤미안 랩소디(ScreenX),  9,000원",,,,
2014,2018-12-02,05관,"07:30,  신비한 동물들과 그린델왈드의 범죄(디지털),  8,000원","10:15,  번 더 스테이지: 더 무비(디지털),  12,000원","12:10,  번 더 스테이지: 더 무비(디지털),  12,000원","14:05,  번 더 스테이지: 더 무비(디지털),  12,000원","16:00,  신비한 동물들과 그린델왈드의 범죄(디지털),  12,000원","18:45,  번 더 스테이지: 더 무비(디지털),  12,000원","20:40,  국가부도의 날(디지털),  12,000원","23:05,  국가부도의 날(디지털),  12,000원","25:30,  국가부도의 날(디지털),  10,000원",,,
2015,2018-12-02,06관,"06:45,  완벽한 타인(디지털),  8,000원","09:20,  성난황소(디지털),  8,000원","11:45,  툴리(디지털),  7,000원","13:50,  완벽한 타인(디지털),  12,000원","16:15,  일곱 개의 대죄 : 천공의 포로(디지털),  12,000원","18:25,  툴리(디지털),  10,000원","20:30,  성난황소(디지털),  12,000원","22:55,  완벽한 타인(디지털),  12,000원","25:20,  성난황소(디지털),  10,000원","27:45,  완벽한 타인(디지털),  10,000원",,
2016,2018-12-03,01관,"06:30,  국가부도의 날(디지털),  7,000원","08:55,  국가부도의 날(디지털),  7,000원","11:20,  국가부도의 날(디지털),  10,000원","13:45,  국가부도의 날(디지털),  11,000원","16:10,  국가부도의 날(디지털),  11,000원","18:35,  국가부도의 날(디지털),  11,000원","21:00,  국가부도의 날(디지털),  11,000원","23:25,  국가부도의 날(디지털),  10,000원","25:50,  국가부도의 날(디지털),  9,000원",,,
2017,2018-12-03,02관,"07:10,  후드(디지털),  7,000원","09:35,  후드(디지털),  5,000원","12:10,  일곱 개의 대죄 : 천공의 포로(디지털),  9,000원","14:20,  후드(디지털),  11,000원","16:50,  툴리(디지털),  10,000원","18:55,  후드(디지털),  11,000원","21:20,  완벽한 타인(디지털),  11,000원","23:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  10,000원","26:30,  완벽한 타인(디지털),  9,000원",,,
2018,2018-12-03,03관,"08:10,  보헤미안 랩소디(디지털),  7,000원","10:55,  보헤미안 랩소디(디지털),  10,000원","13:40,  보헤미안 랩소디(디지털),  11,000원","16:25,  보헤미안 랩소디(디지털),  11,000원","19:10,  보헤미안 랩소디(디지털),  11,000원","21:55,  보헤미안 랩소디(디지털),  11,000원","24:45,  보헤미안 랩소디(디지털),  10,000원","27:30,  보헤미안 랩소디(디지털),  9,000원",,,,
2019,2018-12-03,04관(SCREENX),"07:00,  보헤미안 랩소디(ScreenX),  6,000원","09:45,  보헤미안 랩소디(ScreenX),  6,000원","12:30,  보헤미안 랩소디(ScreenX),  7,000원","15:15,  보헤미안 랩소디(ScreenX),  8,000원","18:00,  보헤미안 랩소디(ScreenX),  9,000원","20:45,  보헤미안 랩소디(ScreenX),  9,000원","23:35,  보헤미안 랩소디(ScreenX),  8,000원","26:20,  보헤미안 랩소디(ScreenX),  7,000원",,,,
2020,2018-12-03,05관,"06:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","09:20,  번 더 스테이지: 더 무비(디지털),  7,000원","11:10,  번 더 스테이지: 더 무비(디지털),  10,000원","13:05,  번 더 스테이지: 더 무비(디지털),  11,000원","15:00,  번 더 스테이지: 더 무비(디지털),  11,000원","17:05,  국가부도의 날(디지털),  11,000원","19:30,  국가부도의 날(디지털),  11,000원","22:00,  국가부도의 날(디지털),  11,000원","24:25,  국가부도의 날(디지털),  9,000원","26:50,  국가부도의 날(디지털),  9,000원",,
2021,2018-12-03,06관,"08:00,  완벽한 타인(디지털),  7,000원","10:30,  성난황소(디지털),  10,000원","12:55,  완벽한 타인(디지털),  10,000원","15:20,  툴리(디지털),  7,000원","17:30,  일곱 개의 대죄 : 천공의 포로(디지털),  10,000원","19:40,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","22:30,  보헤미안 랩소디(디지털),  10,000원","25:25,  보헤미안 랩소디(디지털),  9,000원",,,,
2022,2018-12-04,01관,"06:25,  국가부도의 날(디지털),  7,000원","08:45,  국가부도의 날(디지털),  7,000원","11:10,  국가부도의 날(디지털),  10,000원","13:35,  국가부도의 날(디지털),  11,000원","16:00,  국가부도의 날(디지털),  11,000원","18:25,  국가부도의 날(디지털),  11,000원","20:50,  국가부도의 날(디지털),  11,000원","23:15,  국가부도의 날(디지털),  10,000원","25:40,  국가부도의 날(디지털),  9,000원",,,
2023,2018-12-04,02관,"07:20,  후드(디지털),  7,000원","09:45,  신비한 동물들과 그린델왈드의 범죄(디지털),  7,000원","12:30,  후드(디지털),  10,000원","14:55,  신비한 동물들과 그린델왈드의 범죄(디지털),  11,000원","17:40,  툴리(디지털),  9,000원","19:45,  완벽한 타인(디지털),  11,000원","22:10,  후드(디지털),  8,000원","24:35,  완벽한 타인(디지털),  9,000원","27:00,  후드(디지털),  9,000원",,,
2024,2018-12-04,03관,"07:25,  보헤미안 랩소디(디지털),  7,000원","10:05,  보헤미안 랩소디(디지털),  10,000원","12:50,  보헤미안 랩소디(디지털),  10,000원","15:35,  보헤미안 랩소디(디지털),  11,000원","18:20,  보헤미안 랩소디(디지털),  11,000원","21:05,  보헤미안 랩소디(디지털),  11,000원","23:50,  보헤미안 랩소디(디지털),  10,000원","26:35,  보헤미안 랩소디(디지털),  9,000원",,,,
2025,2018-12-04,04관(SCREENX),"08:20,  보헤미안 랩소디(ScreenX),  6,000원","11:05,  보헤미안 랩소디(ScreenX),  7,000원","13:50,  보헤미안 랩소디(ScreenX),  8,000원","16:35,  보헤미안 랩소디(ScreenX),  9,000원","19:20,  보헤미안 랩소디(ScreenX),  9,000원","22:05,  보헤미안 랩소디(ScreenX),  8,000원","24:50,  보헤미안 랩소디(ScreenX),  7,000원","27:35,  보헤미안 랩소디(ScreenX),  7,000원",,,,
2026,2018-12-04,05관,"06:50,  신비한 동물들과 그린델왈드의 범죄(디지털)","09:30,  번 더 스테이지: 더 무비(디지털),  7,000원","11:20,  번 더 스테이지: 더 무비(디지털),  10,000원","13:10,  번 더 스테이지: 더 무비(디지털),  11,000원","15:00,  번 더 스테이지: 더 무비(디지털),  10,000원","16:50,  번 더 스테이지: 더 무비(디지털),  11,000원","19:10,  국가부도의 날(디지털),  11,000원","21:35,  국가부도의 날(디지털),  11,000원","24:00,  번 더 스테이지: 더 무비(디지털),  10,000원","25:50,  보헤미안 랩소디(디지털),  9,000원",,
2027,2018-12-04,06관,"06:30,  완벽한 타인(디지털)","09:00,  성난황소(디지털),  7,500원","11:30,  완벽한 타인(디지털),  10,000원","14:00,  성난황소(디지털),  11,000원","16:25,  일곱 개의 대죄 : 천공의 포로(디지털),  11,000원","19:40,  국가부도의 날(디지털),  10,000원","22:05,  성난황소(디지털),  10,000원","24:30,  국가부도의 날(디지털),  9,000원","26:55,  국가부도의 날(디지털),  9,000원",,,
2028,2018-12-05,01관,"07:00,  모털 엔진(디지털),  7,000원","09:40,  모털 엔진(디지털),  7,000원","12:20,  모털 엔진(디지털),  10,000원","15:00,  모털 엔진(디지털),  11,000원","17:40,  모털 엔진(디지털),  11,000원","20:20,  모털 엔진(디지털),  11,000원","23:00,  모털 엔진(디지털),  10,000원","25:40,  모털 엔진(디지털),  9,000원","28:20,  모털 엔진(디지털),  9,000원",,,
2029,2018-12-05,02관,"07:30,  도어락(디지털),  10,000원","09:45,  도어락(디지털),  9,000원","12:00,  도어락(디지털),  10,000원","14:10,  도어락(디지털),  11,000원","16:20,  도어락(디지털),  11,000원","21:20,  도어락(디지털),  11,000원","23:30,  도어락(디지털),  10,000원","25:50,  도어락(디지털),  9,000원","28:00,  도어락(디지털),  10,000원",,,
2030,2018-12-05,03관,"07:15,  보헤미안 랩소디(디지털),  7,000원","10:00,  보헤미안 랩소디(디지털),  9,000원","12:45,  보헤미안 랩소디(디지털),  10,000원","15:30,  보헤미안 랩소디(디지털),  11,000원","18:15,  보헤미안 랩소디(디지털),  11,000원","21:00,  보헤미안 랩소디(디지털),  11,000원","23:45,  보헤미안 랩소디(디지털),  10,000원","26:30,  보헤미안 랩소디(디지털),  9,000원",,,,
